type,projection_id,start,stop,duration,metadata_size,data_size
push,0,2554816.545698146,2554816.545716772,1.882622018456459e-05,272,10240
push,0,2554816.54572106,2554816.545727842,6.932765245437622e-06,272,10240
push,94,2554816.545887002,2554816.545895528,8.647330105304718e-06,272,10240
push,94,2554816.545897502,2554816.545902011,4.629138857126236e-06,272,10240
push,188,2554816.546042134,2554816.546050781,8.77678394317627e-06,272,10240
push,188,2554816.546054858,2554816.546059928,5.230307579040527e-06,272,10240
push,282,2554816.546201465,2554816.546209229,7.873866707086563e-06,272,10240
push,282,2554816.546210812,2554816.54621515,4.439149051904678e-06,272,10240
push,376,2554816.546343151,2554816.546350956,7.894821465015411e-06,272,10240
push,376,2554816.546352329,2554816.546356707,4.487577825784683e-06,272,10240
push,470,2554816.546486582,2554816.546494106,7.603783160448074e-06,272,10240
push,470,2554816.546495529,2554816.546499817,4.367902874946594e-06,272,10240
push,564,2554816.546632166,2554816.54663959,7.513910531997681e-06,272,10240
push,564,2554816.546640792,2554816.54664484,4.1280873119831085e-06,272,10240
push,658,2554816.546781116,2554816.54678847,7.424037903547287e-06,272,10240
push,658,2554816.546789743,2554816.54679361,3.926921635866165e-06,272,10240
flush_after,658,2554816.546794712,2554816.588077131,0.04128282004967332,4352,163840
push,752,2554816.588237733,2554816.588246941,9.317882359027863e-06,272,10240
push,752,2554816.588248183,2554816.588252902,4.799105226993561e-06,272,10240
push,846,2554816.588369411,2554816.588376415,7.0938840508461e-06,272,10240
push,846,2554816.588377577,2554816.588381554,4.098284989595413e-06,272,10240
push,940,2554816.588493044,2554816.588499787,6.833113729953766e-06,272,10240
push,940,2554816.588500939,2554816.588504786,3.958120942115784e-06,272,10240
push,1034,2554816.588614694,2554816.588621797,7.163267582654953e-06,272,10240
push,1034,2554816.588622799,2554816.588626576,3.846827894449234e-06,272,10240
push,1128,2554816.588736373,2554816.588743486,7.202848792076111e-06,272,10240
push,1128,2554816.588744518,2554816.588748626,4.197936505079269e-06,272,10240
push,1222,2554816.588862741,2554816.588870125,7.4640847742557526e-06,272,10240
push,1222,2554816.588871347,2554816.588875535,4.258006811141968e-06,272,10240
push,1316,2554816.588983508,2554816.588990131,6.692949682474136e-06,272,10240
push,1316,2554816.588991253,2554816.588995421,4.2477622628211975e-06,272,10240
push,1410,2554816.589104256,2554816.589111109,6.932765245437622e-06,272,10240
push,1410,2554816.589112251,2554816.589116278,4.157889634370804e-06,272,10240
flush_after,1410,2554816.58911731,2554816.636072494,0.04695554496720433,4352,163840
push,1,2554816.636228318,2554816.636240421,1.217331737279892e-05,272,10240
push,1,2554816.636241573,2554816.636245951,4.447996616363525e-06,272,10240
push,95,2554816.636367129,2554816.636374363,7.3336996138095856e-06,272,10240
push,95,2554816.636375515,2554816.636379833,4.4284388422966e-06,272,10240
push,189,2554816.636492235,2554816.636498948,6.78282231092453e-06,272,10240
push,189,2554816.63650018,2554816.636503897,3.797002136707306e-06,272,10240
push,283,2554816.636621859,2554816.636629493,7.724855095148087e-06,272,10240
push,283,2554816.636630696,2554816.636635254,4.658009856939316e-06,272,10240
push,377,2554816.636745752,2554816.636752996,7.3141418397426605e-06,272,10240
push,377,2554816.636754118,2554816.636758196,4.157889634370804e-06,272,10240
push,471,2554816.636869706,2554816.636876909,7.273629307746887e-06,272,10240
push,471,2554816.636878202,2554816.63688237,4.237983375787735e-06,272,10240
push,565,2554816.636996465,2554816.637003618,7.243361324071884e-06,272,10240
push,565,2554816.637004901,2554816.637008908,4.09688800573349e-06,272,10240
push,659,2554816.637117893,2554816.637124837,7.024034857749939e-06,272,10240
push,659,2554816.637126079,2554816.637130126,4.1280873119831085e-06,272,10240
flush_after,659,2554816.637131038,2554816.680070188,0.04293944966048002,4352,163840
push,753,2554816.68021979,2554816.680228556,8.82614403963089e-06,272,10240
push,753,2554816.680229598,2554816.680233786,4.2477622628211975e-06,272,10240
push,847,2554816.680344414,2554816.680350997,6.663147360086441e-06,272,10240
push,847,2554816.680352119,2554816.680356066,4.027038812637329e-06,272,10240
push,941,2554816.680463258,2554816.680469791,6.602611392736435e-06,272,10240
push,941,2554816.680470883,2554816.680474439,3.6461278796195984e-06,272,10240
push,1035,2554816.68058107,2554816.680587743,6.7427754402160645e-06,272,10240
push,1035,2554816.680588845,2554816.680592943,4.197936505079269e-06,272,10240
push,1129,2554816.680699012,2554816.680705515,6.58305361866951e-06,272,10240
push,1129,2554816.680706536,2554816.680710404,3.938097506761551e-06,272,10240
push,1223,2554816.680821703,2554816.680828887,7.264316082000732e-06,272,10240
push,1223,2554816.680830049,2554816.680833977,4.007946699857712e-06,272,10240
push,1317,2554816.680949945,2554816.680957038,7.173977792263031e-06,272,10240
push,1317,2554816.680958261,2554816.680962439,4.268251359462738e-06,272,10240
push,1411,2554816.68106948,2554816.681076293,6.9034285843372345e-06,272,10240
push,1411,2554816.681077495,2554816.681081322,3.907829523086548e-06,272,10240
flush_after,1411,2554816.681082134,2554816.728069239,0.046987374778836966,4352,163840
push,2,2554816.728219622,2554816.728227998,8.466187864542007e-06,272,10240
push,2,2554816.72822915,2554816.728233258,4.187691956758499e-06,272,10240
push,96,2554816.728346842,2554816.728353424,6.651971489191055e-06,272,10240
push,96,2554816.728354516,2554816.728358393,3.946945071220398e-06,272,10240
push,190,2554816.728467689,2554816.728474252,6.643123924732208e-06,272,10240
push,190,2554816.728475334,2554816.72847894,3.6670826375484467e-06,272,10240
push,284,2554816.728586854,2554816.728593877,7.092952728271484e-06,272,10240
push,284,2554816.728594949,2554816.728598826,3.966968506574631e-06,272,10240
push,378,2554816.728705056,2554816.72871215,7.173977792263031e-06,272,10240
push,378,2554816.728713242,2554816.728717239,4.077330231666565e-06,272,10240
push,472,2554816.728828208,2554816.728835051,6.9229863584041595e-06,272,10240
push,472,2554816.728836143,2554816.728840071,4.007946699857712e-06,272,10240
push,566,2554816.728950539,2554816.728957612,7.162801921367645e-06,272,10240
push,566,2554816.728958754,2554816.728962682,3.998167812824249e-06,272,10240
push,660,2554816.729068811,2554816.729075244,6.502959877252579e-06,272,10240
push,660,2554816.729076356,2554816.729080203,3.936700522899628e-06,272,10240
flush_after,660,2554816.729081095,2554816.772069487,0.04298869287595153,4352,163840
push,754,2554816.772218127,2554816.772226763,8.737202733755112e-06,272,10240
push,754,2554816.772227986,2554816.772232083,4.167202860116959e-06,272,10240
push,848,2554816.772344405,2554816.772351067,6.743241101503372e-06,272,10240
push,848,2554816.772352109,2554816.772356057,4.007946699857712e-06,272,10240
push,942,2554816.77246407,2554816.772470823,6.822869181632996e-06,272,10240
push,942,2554816.772471845,2554816.772475672,3.926921635866165e-06,272,10240
push,1036,2554816.772602902,2554816.772610306,7.45430588722229e-06,272,10240
push,1036,2554816.772611378,2554816.772615746,4.447996616363525e-06,272,10240
push,1130,2554816.772725232,2554816.772732336,7.1641989052295685e-06,272,10240
push,1130,2554816.772733408,2554816.772737405,4.076864570379257e-06,272,10240
push,1224,2554816.772843034,2554816.772849757,6.7930668592453e-06,272,10240
push,1224,2554816.772850919,2554816.772854606,3.7569552659988403e-06,272,10240
push,1318,2554816.772969192,2554816.772976215,7.092952728271484e-06,272,10240
push,1318,2554816.772977317,2554816.772981164,3.906898200511932e-06,272,10240
