push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 1317, 1258427.63227659, 1258427.632288282, 1.1862022802233696e-05, 272, 20480]","['flush_after', 1317, 1258427.632290225, 1258427.696143414, 0.06385350995697081, 272, 20480]"
"['push', 1411, 1258428.328288569, 1258428.328301063, 1.2603821232914925e-05, 272, 20480]","['flush_after', 1411, 1258428.328302786, 1258428.4081458, 0.0798432941082865, 272, 20480]"
"['push', 2, 1258428.964283375, 1258428.964294576, 1.1290889233350754e-05, 272, 20480]","['flush_after', 2, 1258428.964296199, 1258429.052143748, 0.08784786006435752, 272, 20480]"
"['push', 96, 1258429.612288091, 1258429.612299923, 1.192186027765274e-05, 272, 20480]","['flush_after', 96, 1258429.612301576, 1258429.676143884, 0.06384253897704184, 272, 20480]"
"['push', 190, 1258430.260279731, 1258430.260291192, 1.1552125215530396e-05, 272, 20480]","['flush_after', 190, 1258430.260293166, 1258430.324143961, 0.06385102611966431, 272, 20480]"
"['push', 284, 1258430.908283905, 1258430.908295176, 1.1351192370057106e-05, 272, 20480]","['flush_after', 284, 1258430.908296889, 1258430.972143496, 0.06384685798548162, 272, 20480]"
"['push', 378, 1258431.552278358, 1258431.552289969, 1.1690892279148102e-05, 272, 20480]","['flush_after', 378, 1258431.552291642, 1258431.576152021, 0.02386062894947827, 272, 20480]"
"['push', 472, 1258432.216284519, 1258432.216296401, 1.1962838470935822e-05, 272, 20480]","['flush_after', 472, 1258432.216298095, 1258432.296143974, 0.07984611904248595, 272, 20480]"
"['push', 566, 1258432.852274496, 1258432.852285276, 1.0849907994270325e-05, 272, 20480]","['flush_after', 566, 1258432.852286869, 1258432.91614614, 0.06385951093398035, 272, 20480]"
"['push', 660, 1258433.500280604, 1258433.500290823, 1.029903069138527e-05, 272, 20480]","['flush_after', 660, 1258433.500292576, 1258433.564143491, 0.06385111506097019, 272, 20480]"
"['push', 754, 1258434.148282273, 1258434.148294035, 1.1831987649202347e-05, 272, 20480]","['flush_after', 754, 1258434.148295778, 1258434.212145631, 0.06385013391263783, 272, 20480]"
"['push', 848, 1258434.812617272, 1258434.812628503, 1.1312076821923256e-05, 272, 20480]","['flush_after', 848, 1258434.812630237, 1258434.892146206, 0.07951626996509731, 272, 20480]"
"['push', 942, 1258435.472263825, 1258435.472274435, 1.0710209608078003e-05, 272, 20480]","['flush_after', 942, 1258435.472276078, 1258435.536145317, 0.06386958993971348, 272, 20480]"
"['push', 1036, 1258436.120289679, 1258436.120300269, 1.0670162737369537e-05, 272, 20480]","['flush_after', 1036, 1258436.120302003, 1258436.184143499, 0.06384176691062748, 272, 20480]"
"['push', 1130, 1258436.760270122, 1258436.760281253, 1.1211028322577477e-05, 272, 20480]","['flush_after', 1130, 1258436.760282876, 1258436.82414413, 0.06386157497763634, 272, 20480]"
"['push', 1224, 1258437.408271741, 1258437.408282351, 1.069018617272377e-05, 272, 20480]","['flush_after', 1224, 1258437.408283964, 1258437.472143786, 0.06386003200896084, 272, 20480]"
"['push', 1318, 1258438.056271186, 1258438.056282437, 1.1311843991279602e-05, 272, 20480]","['flush_after', 1318, 1258438.056284101, 1258438.120145044, 0.06386122410185635, 272, 20480]"
"['push', 1412, 1258438.70427006, 1258438.70428076, 1.079007051885128e-05, 272, 20480]","['flush_after', 1412, 1258438.704282644, 1258438.768143718, 0.06386132491752505, 272, 20480]"
"['push', 3, 1258439.352277331, 1258439.352288271, 1.1009862646460533e-05, 272, 20480]","['flush_after', 3, 1258439.352290004, 1258439.416143524, 0.06385379005223513, 272, 20480]"
"['push', 97, 1258439.996302611, 1258439.996313511, 1.100008375942707e-05, 272, 20480]","['flush_after', 97, 1258439.996315204, 1258440.02015314, 0.023838145891204476, 272, 20480]"
"['push', 191, 1258440.66028088, 1258440.66029185, 1.1039897799491882e-05, 272, 20480]","['flush_after', 191, 1258440.660293313, 1258440.740145203, 0.07985214097425342, 272, 20480]"
"['push', 285, 1258441.296276677, 1258441.296288189, 1.1592172086238861e-05, 272, 20480]","['flush_after', 285, 1258441.296289732, 1258441.360144755, 0.06385523290373385, 272, 20480]"
"['push', 379, 1258441.944275412, 1258441.944286733, 1.1471100151538849e-05, 272, 20480]","['flush_after', 379, 1258441.944288536, 1258442.012143592, 0.06785538699477911, 272, 20480]"
"['push', 473, 1258442.592277351, 1258442.592288893, 1.164199784398079e-05, 272, 20480]","['flush_after', 473, 1258442.592290456, 1258442.65614615, 0.06385601498186588, 272, 20480]"
"['push', 567, 1258443.24027895, 1258443.240290332, 1.1472031474113464e-05, 272, 20480]","['flush_after', 567, 1258443.240291905, 1258443.304144854, 0.06385317910462618, 272, 20480]"
"['push', 661, 1258443.920274416, 1258443.920285887, 1.1550961062312126e-05, 272, 20480]","['flush_after', 661, 1258443.92028761, 1258443.984145077, 0.06385777797549963, 272, 20480]"
"['push', 755, 1258444.548280236, 1258444.548291026, 1.0849907994270325e-05, 272, 20480]","['flush_after', 755, 1258444.54829315, 1258444.62814494, 0.07985209091566503, 272, 20480]"
"['push', 849, 1258445.184275753, 1258445.184287826, 1.2152828276157379e-05, 272, 20480]","['flush_after', 849, 1258445.184289459, 1258445.24814349, 0.06385438120923936, 272, 20480]"
"['push', 943, 1258445.832280198, 1258445.83229199, 1.1861789971590042e-05, 272, 20480]","['flush_after', 943, 1258445.832293573, 1258445.896143386, 0.06385020283050835, 272, 20480]"
"['push', 1037, 1258446.480277108, 1258446.480288109, 1.1070864275097847e-05, 272, 20480]","['flush_after', 1037, 1258446.480289842, 1258446.544144193, 0.06385460100136697, 272, 20480]"
"['push', 1131, 1258447.128278306, 1258447.128289718, 1.1502066627144814e-05, 272, 20480]","['flush_after', 1131, 1258447.128291752, 1258447.192143899, 0.06385241798125207, 272, 20480]"
"['push', 1225, 1258447.768280821, 1258447.768292072, 1.141102984547615e-05, 272, 20480]","['flush_after', 1225, 1258447.768293765, 1258447.832143958, 0.06385049410164356, 272, 20480]"
"['push', 1319, 1258448.416280256, 1258448.416291777, 1.1611031368374825e-05, 272, 20480]","['flush_after', 1319, 1258448.41629336, 1258448.480143934, 0.06385081494227052, 272, 20480]"
"['push', 1413, 1258449.064286563, 1258449.064297524, 1.1020805686712265e-05, 272, 20480]","['flush_after', 1413, 1258449.064299508, 1258449.128143991, 0.06384473294019699, 272, 20480]"
"['push', 4, 1258449.712280047, 1258449.712291298, 1.1342111974954605e-05, 272, 20480]","['flush_after', 4, 1258449.712292911, 1258449.776143897, 0.06385121587663889, 272, 20480]"
"['push', 98, 1258450.360285775, 1258450.360296625, 1.0930001735687256e-05, 272, 20480]","['flush_after', 98, 1258450.360298278, 1258450.424144364, 0.06384632596746087, 272, 20480]"
"['push', 192, 1258451.004316485, 1258451.004328628, 1.2222910299897194e-05, 272, 20480]","['flush_after', 192, 1258451.004330391, 1258451.028154291, 0.023824120871722698, 272, 20480]"
"['push', 286, 1258451.668285927, 1258451.668297509, 1.1652009561657906e-05, 272, 20480]","['flush_after', 286, 1258451.668299603, 1258451.780144317, 0.11184496502391994, 272, 20480]"
"['push', 380, 1258452.312285469, 1258452.31229652, 1.11311674118042e-05, 272, 20480]","['flush_after', 380, 1258452.312298333, 1258452.340154207, 0.027856113854795694, 272, 20480]"
"['push', 474, 1258452.940623734, 1258452.940635305, 1.1641066521406174e-05, 272, 20480]","['flush_after', 474, 1258452.940636908, 1258453.020143741, 0.07950715301558375, 272, 20480]"
"['push', 568, 1258453.600281567, 1258453.600293239, 1.17418821901083e-05, 272, 20480]","['flush_after', 568, 1258453.600294842, 1258453.664144425, 0.06384988408535719, 272, 20480]"
"['push', 662, 1258454.248281814, 1258454.248292494, 1.0760035365819931e-05, 272, 20480]","['flush_after', 662, 1258454.248294287, 1258454.31214371, 0.06384967314079404, 272, 20480]"
"['push', 756, 1258454.896277941, 1258454.896288702, 1.0870862752199173e-05, 272, 20480]","['flush_after', 756, 1258454.896290595, 1258454.960143895, 0.0638535211328417, 272, 20480]"
"['push', 850, 1258455.544280309, 1258455.544291921, 1.1692056432366371e-05, 272, 20480]","['flush_after', 850, 1258455.544293624, 1258455.608143888, 0.0638505038805306, 272, 20480]"
"['push', 944, 1258456.19229555, 1258456.192307072, 1.1612195521593094e-05, 272, 20480]","['flush_after', 944, 1258456.192308795, 1258456.256144041, 0.06383548700250685, 272, 20480]"
"['push', 1038, 1258456.840284081, 1258456.840295513, 1.1532101780176163e-05, 272, 20480]","['flush_after', 1038, 1258456.840297196, 1258456.904144344, 0.06384744890965521, 272, 20480]"
"['push', 1132, 1258457.488284445, 1258457.488295065, 1.0721152648329735e-05, 272, 20480]","['flush_after', 1132, 1258457.488297229, 1258457.552143887, 0.06384689803235233, 272, 20480]"
"['push', 1226, 1258458.13628023, 1258458.136292533, 1.2392876669764519e-05, 272, 20480]","['flush_after', 1226, 1258458.136294287, 1258458.200144771, 0.06385068502277136, 272, 20480]"
"['push', 1320, 1258458.776279889, 1258458.77629098, 1.1180993169546127e-05, 272, 20480]","['flush_after', 1320, 1258458.776292793, 1258458.840144731, 0.06385217793285847, 272, 20480]"
"['push', 1414, 1258459.424285944, 1258459.424298257, 1.2402888387441635e-05, 272, 20480]","['flush_after', 1414, 1258459.42429991, 1258459.488145425, 0.0638457159511745, 272, 20480]"
"['push', 5, 1258460.072276939, 1258460.072288641, 1.18231400847435e-05, 272, 20480]","['flush_after', 5, 1258460.072290575, 1258460.136145748, 0.06385543406940997, 272, 20480]"
"['push', 99, 1258460.720287472, 1258460.720299324, 1.193210482597351e-05, 272, 20480]","['flush_after', 99, 1258460.720301147, 1258460.784145691, 0.06384479394182563, 272, 20480]"
"['push', 193, 1258461.400284452, 1258461.400295823, 1.1461088433861732e-05, 272, 20480]","['flush_after', 193, 1258461.400297506, 1258461.464144053, 0.0638467778917402, 272, 20480]"
"['push', 287, 1258462.048284004, 1258462.048294834, 1.0910909622907639e-05, 272, 20480]","['flush_after', 287, 1258462.048296447, 1258462.112144757, 0.06384849105961621, 272, 20480]"
"['push', 381, 1258462.696304465, 1258462.696318572, 1.4197081327438354e-05, 272, 20480]","['flush_after', 381, 1258462.696320706, 1258462.760146163, 0.0638257279060781, 272, 20480]"
"['push', 475, 1258463.344279581, 1258463.344290421, 1.0930933058261871e-05, 272, 20480]","['flush_after', 475, 1258463.344292475, 1258463.408145054, 0.06385281914845109, 272, 20480]"
"['push', 569, 1258463.992302738, 1258463.992314039, 1.1391006410121918e-05, 272, 20480]","['flush_after', 569, 1258463.992315852, 1258464.056145949, 0.0638303468003869, 272, 20480]"
"['push', 663, 1258464.640291239, 1258464.640303101, 1.1952128261327744e-05, 272, 20480]","['flush_after', 663, 1258464.640304944, 1258464.704147454, 0.06384275108575821, 272, 20480]"
"['push', 757, 1258465.288274179, 1258465.288284579, 1.0479940101504326e-05, 272, 20480]","['flush_after', 757, 1258465.288286312, 1258465.352145002, 0.06385890091769397, 272, 20480]"
"['push', 851, 1258465.936292126, 1258465.936302997, 1.0950956493616104e-05, 272, 20480]","['flush_after', 851, 1258465.936305021, 1258465.996144964, 0.05984023306518793, 272, 20480]"
"['push', 945, 1258466.584281449, 1258466.584293341, 1.196213997900486e-05, 272, 20480]","['flush_after', 945, 1258466.584295024, 1258466.648143786, 0.0638490121345967, 272, 20480]"
"['push', 1039, 1258467.232286281, 1258467.232297813, 1.1601950973272324e-05, 272, 20480]","['flush_after', 1039, 1258467.232299356, 1258467.296144189, 0.06384513387456536, 272, 20480]"
"['push', 1133, 1258467.880279521, 1258467.880291063, 1.161196269094944e-05, 272, 20480]","['flush_after', 1133, 1258467.880292696, 1258467.944144333, 0.06385194696485996, 272, 20480]"
"['push', 1227, 1258468.516289478, 1258468.51630111, 1.172209158539772e-05, 272, 20480]","['flush_after', 1227, 1258468.516302703, 1258468.596144988, 0.07984253601171076, 272, 20480]"
"['push', 1321, 1258469.176282232, 1258469.176293083, 1.0911142453551292e-05, 272, 20480]","['flush_after', 1321, 1258469.176294846, 1258469.272144611, 0.09585036709904671, 272, 20480]"
"['push', 1415, 1258469.824285541, 1258469.824296692, 1.1241063475608826e-05, 272, 20480]","['flush_after', 1415, 1258469.824298305, 1258469.888145453, 0.06384741910733283, 272, 20480]"
"['push', 6, 1258470.472280394, 1258470.472291274, 1.0980991646647453e-05, 272, 20480]","['flush_after', 6, 1258470.472293228, 1258470.536144835, 0.06385187711566687, 272, 20480]"
"['push', 100, 1258471.12028178, 1258471.120292991, 1.131114549934864e-05, 272, 20480]","['flush_after', 100, 1258471.120294744, 1258471.184145129, 0.06385062518529594, 272, 20480]"
"['push', 194, 1258471.768277144, 1258471.768288475, 1.1421041563153267e-05, 272, 20480]","['flush_after', 194, 1258471.768290018, 1258471.832143378, 0.06385374092496932, 272, 20480]"
"['push', 288, 1258472.416283979, 1258472.41629478, 1.0890886187553406e-05, 272, 20480]","['flush_after', 288, 1258472.416296443, 1258472.480145976, 0.06384973297826946, 272, 20480]"
"['push', 382, 1258473.064291206, 1258473.064302768, 1.1662021279335022e-05, 272, 20480]","['flush_after', 382, 1258473.064304651, 1258473.128143745, 0.0638393540866673, 272, 20480]"
"['push', 476, 1258473.712280659, 1258473.71229169, 1.1110911145806313e-05, 272, 20480]","['flush_after', 476, 1258473.712293533, 1258473.77614331, 0.06385000701993704, 272, 20480]"
"['push', 570, 1258474.360280356, 1258474.360292158, 1.1892057955265045e-05, 272, 20480]","['flush_after', 570, 1258474.360293811, 1258474.424143919, 0.06385030806995928, 272, 20480]"
"['push', 664, 1258475.004320986, 1258475.004332778, 1.1871801689267159e-05, 272, 20480]","['flush_after', 664, 1258475.004334341, 1258475.028152859, 0.023818728979676962, 272, 20480]"
"['push', 758, 1258475.668274957, 1258475.668286288, 1.1421041563153267e-05, 272, 20480]","['flush_after', 758, 1258475.668287921, 1258475.748145021, 0.07985760108567774, 272, 20480]"
"['push', 852, 1258476.304285519, 1258476.304295729, 1.0299962013959885e-05, 272, 20480]","['flush_after', 852, 1258476.304297722, 1258476.368143531, 0.06384604005143046, 272, 20480]"
"['push', 946, 1258476.952273745, 1258476.952285026, 1.1370982974767685e-05, 272, 20480]","['flush_after', 946, 1258476.952286609, 1258477.020144837, 0.06785848806612194, 272, 20480]"
"['push', 1040, 1258477.600395441, 1258477.600408195, 1.2823846191167831e-05, 272, 20480]","['flush_after', 1040, 1258477.600409818, 1258477.664143657, 0.06373415980488062, 272, 20480]"
"['push', 1134, 1258478.248280343, 1258478.248291694, 1.14410649985075e-05, 272, 20480]","['flush_after', 1134, 1258478.248293497, 1258478.312143815, 0.06385055906139314, 272, 20480]"
"['push', 1228, 1258478.896295279, 1258478.89630642, 1.123105175793171e-05, 272, 20480]","['flush_after', 1228, 1258478.896308504, 1258478.960144003, 0.06383581995032728, 272, 20480]"
"['push', 1322, 1258479.544277122, 1258479.544288343, 1.1310912668704987e-05, 272, 20480]","['flush_after', 1322, 1258479.544290086, 1258479.608145384, 0.06385555793531239, 272, 20480]"
"['push', 1416, 1258480.192286377, 1258480.19229829, 1.2012897059321404e-05, 272, 20480]","['flush_after', 1416, 1258480.192299903, 1258480.256144129, 0.06384441605769098, 272, 20480]"
"['push', 7, 1258480.840288048, 1258480.840299259, 1.1301133781671524e-05, 272, 20480]","['flush_after', 7, 1258480.840301012, 1258480.904144017, 0.06384323514066637, 272, 20480]"
"['push', 101, 1258481.488282977, 1258481.48829525, 1.237308606505394e-05, 272, 20480]","['flush_after', 101, 1258481.488297013, 1258481.552143884, 0.06384714087471366, 272, 20480]"
"['push', 195, 1258482.136281601, 1258482.136292843, 1.1322088539600372e-05, 272, 20480]","['flush_after', 195, 1258482.136294947, 1258482.200145385, 0.06385067803785205, 272, 20480]"
"['push', 289, 1258482.776283864, 1258482.776294955, 1.1180993169546127e-05, 272, 20480]","['flush_after', 289, 1258482.776296879, 1258482.840144331, 0.0638477720785886, 272, 20480]"
"['push', 383, 1258483.42428292, 1258483.424294111, 1.1280877515673637e-05, 272, 20480]","['flush_after', 383, 1258483.424295934, 1258483.488145099, 0.06384937604889274, 272, 20480]"
"['push', 477, 1258484.0722841, 1258484.072296263, 1.2242933735251427e-05, 272, 20480]","['flush_after', 477, 1258484.072298267, 1258484.136144747, 0.06384674017317593, 272, 20480]"
"['push', 571, 1258484.752278987, 1258484.752290609, 1.171184703707695e-05, 272, 20480]","['flush_after', 571, 1258484.752292643, 1258484.816144153, 0.06385193089954555, 272, 20480]"
"['push', 665, 1258485.400294234, 1258485.400305435, 1.130090095102787e-05, 272, 20480]","['flush_after', 665, 1258485.400307148, 1258485.464144421, 0.06383751309476793, 272, 20480]"
"['push', 759, 1258486.048284473, 1258486.048295914, 1.1522090062499046e-05, 272, 20480]","['flush_after', 759, 1258486.048297537, 1258486.112143918, 0.06384662189520895, 272, 20480]"
"['push', 853, 1258486.696279552, 1258486.696291184, 1.171184703707695e-05, 272, 20480]","['flush_after', 853, 1258486.696292887, 1258486.76014621, 0.06385365291498601, 272, 20480]"
"['push', 947, 1258487.344276814, 1258487.344288105, 1.1380994692444801e-05, 272, 20480]","['flush_after', 947, 1258487.344289909, 1258487.408145036, 0.06385534722357988, 272, 20480]"
"['push', 1041, 1258487.992287001, 1258487.992298483, 1.1561904102563858e-05, 272, 20480]","['flush_after', 1041, 1258487.992300537, 1258488.056144602, 0.06384433596394956, 272, 20480]"
"['push', 1135, 1258488.640285316, 1258488.640296607, 1.1391006410121918e-05, 272, 20480]","['flush_after', 1135, 1258488.64029822, 1258488.704145041, 0.0638470419216901, 272, 20480]"
"['push', 1229, 1258489.288292297, 1258489.288303909, 1.1672032997012138e-05, 272, 20480]","['flush_after', 1229, 1258489.288305582, 1258489.352143937, 0.06383860507048666, 272, 20480]"
"['push', 1323, 1258489.936274, 1258489.936285561, 1.1672032997012138e-05, 272, 20480]","['flush_after', 1323, 1258489.936287285, 1258489.99614457, 0.0598575659096241, 272, 20480]"
"['push', 1417, 1258490.628293108, 1258490.628304779, 1.1772150173783302e-05, 272, 20480]","['flush_after', 1417, 1258490.628306703, 1258490.708145198, 0.07983873598277569, 272, 20480]"
"['push', 8, 1258491.264280587, 1258491.26429299, 1.2503005564212799e-05, 272, 20480]","['flush_after', 8, 1258491.264294804, 1258491.328145693, 0.06385123892687261, 272, 20480]"
"['push', 102, 1258491.912307055, 1258491.912319268, 1.2323027476668358e-05, 272, 20480]","['flush_after', 102, 1258491.912321712, 1258491.976145951, 0.06382451904937625, 272, 20480]"
"['push', 196, 1258492.560276274, 1258492.560287475, 1.1281808838248253e-05, 272, 20480]","['flush_after', 196, 1258492.560289199, 1258492.624144676, 0.06385573791339993, 272, 20480]"
"['push', 290, 1258493.208297242, 1258493.208309294, 1.2143049389123917e-05, 272, 20480]","['flush_after', 290, 1258493.208311038, 1258493.272144804, 0.0638343368191272, 272, 20480]"
"['push', 384, 1258493.856280588, 1258493.85629214, 1.1621974408626556e-05, 272, 20480]","['flush_after', 384, 1258493.856293853, 1258493.920147697, 0.06385415513068438, 272, 20480]"
"['push', 478, 1258494.504283592, 1258494.504294863, 1.1360971257090569e-05, 272, 20480]","['flush_after', 478, 1258494.504300674, 1258494.568144779, 0.06384432595223188, 272, 20480]"
"['push', 572, 1258495.152279561, 1258495.152290161, 1.068110577762127e-05, 272, 20480]","['flush_after', 572, 1258495.152291784, 1258495.21614588, 0.0638543360400945, 272, 20480]"
"['push', 666, 1258495.800277616, 1258495.800288897, 1.1371215805411339e-05, 272, 20480]","['flush_after', 666, 1258495.80029048, 1258495.864146137, 0.06385586806572974, 272, 20480]"
"['push', 760, 1258496.448273726, 1258496.448284807, 1.1150958016514778e-05, 272, 20480]","['flush_after', 760, 1258496.44828647, 1258496.512147268, 0.0638611379545182, 272, 20480]"
"['push', 854, 1258497.096273654, 1258497.096284785, 1.120101660490036e-05, 272, 20480]","['flush_after', 854, 1258497.096286618, 1258497.160145572, 0.06385924411006272, 272, 20480]"
"['push', 948, 1258497.792270845, 1258497.792281135, 1.0449904948472977e-05, 272, 20480]","['flush_after', 948, 1258497.792283189, 1258497.820154231, 0.027871282072737813, 272, 20480]"
"['push', 1042, 1258498.420616969, 1258498.420628491, 1.1601950973272324e-05, 272, 20480]","['flush_after', 1042, 1258498.420630154, 1258498.50014439, 0.07951452606357634, 272, 20480]"
"['push', 1136, 1258499.080283004, 1258499.080294145, 1.1230818927288055e-05, 272, 20480]","['flush_after', 1136, 1258499.080295998, 1258499.144143621, 0.0638478931505233, 272, 20480]"
"['push', 1230, 1258499.72827685, 1258499.728287891, 1.1130934581160545e-05, 272, 20480]","['flush_after', 1230, 1258499.728297168, 1258499.79214404, 0.06384714203886688, 272, 20480]"
"['push', 1324, 1258500.376274083, 1258500.376284673, 1.0679941624403e-05, 272, 20480]","['flush_after', 1324, 1258500.376286656, 1258500.440144187, 0.06385783199220896, 272, 20480]"
"['push', 1418, 1258501.02427938, 1258501.024290731, 1.1452008038759232e-05, 272, 20480]","['flush_after', 1418, 1258501.024292455, 1258501.088144336, 0.0638521509245038, 272, 20480]"
"['push', 9, 1258501.672276423, 1258501.672287704, 1.1360971257090569e-05, 272, 20480]","['flush_after', 9, 1258501.672289337, 1258501.736144183, 0.06385523686185479, 272, 20480]"
"['push', 103, 1258502.32028698, 1258502.32029765, 1.0740011930465698e-05, 272, 20480]","['flush_after', 103, 1258502.320299513, 1258502.384144562, 0.06384533899836242, 272, 20480]"
"['push', 197, 1258503.000275746, 1258503.000287608, 1.1943047866225243e-05, 272, 20480]","['flush_after', 197, 1258503.000289472, 1258503.064143566, 0.06385433487594128, 272, 20480]"
"['push', 291, 1258503.648282326, 1258503.648293657, 1.1421041563153267e-05, 272, 20480]","['flush_after', 291, 1258503.648295901, 1258503.712145488, 0.06384984799660742, 272, 20480]"
"['push', 385, 1258504.288281523, 1258504.288292734, 1.1291122063994408e-05, 272, 20480]","['flush_after', 385, 1258504.288294517, 1258504.352144364, 0.06385007710196078, 272, 20480]"
"['push', 479, 1258504.936287862, 1258504.936299254, 1.1452008038759232e-05, 272, 20480]","['flush_after', 479, 1258504.936300977, 1258505.000146495, 0.06384584913030267, 272, 20480]"
