type,projection_id,start,stop,duration,metadata_size,data_size
push,0,2554768.468095569,2554768.468121457,2.603791654109955e-05,272,10240
push,0,2554768.468125996,2554768.468139,1.3143755495548248e-05,272,10240
push,94,2554768.46830399,2554768.468312796,8.916016668081284e-06,272,10240
push,94,2554768.46831467,2554768.468319178,4.6477653086185455e-06,272,10240
push,188,2554768.468460633,2554768.468468959,8.446164429187775e-06,272,10240
push,188,2554768.468472926,2554768.468478256,5.500856786966324e-06,272,10240
push,282,2554768.468623429,2554768.468631233,7.894821465015411e-06,272,10240
push,282,2554768.468632666,2554768.468636734,4.168134182691574e-06,272,10240
push,376,2554768.468763612,2554768.468771386,7.865019142627716e-06,272,10240
push,376,2554768.468772659,2554768.468776897,4.338100552558899e-06,272,10240
push,470,2554768.468910628,2554768.468918262,7.723923772573471e-06,272,10240
push,470,2554768.468919614,2554768.468923922,4.409346729516983e-06,272,10240
push,564,2554768.46905569,2554768.469063124,7.524155080318451e-06,272,10240
push,564,2554768.469064416,2554768.469068233,3.89711931347847e-06,272,10240
push,658,2554768.469210751,2554768.469218395,7.734168320894241e-06,272,10240
push,658,2554768.469219637,2554768.469223635,4.077795892953873e-06,272,10240
push,752,2554768.469345383,2554768.469353007,7.705297321081161e-06,272,10240
push,752,2554768.46935415,2554768.469358197,4.116911441087723e-06,272,10240
push,846,2554768.469478593,2554768.469485596,7.072929292917252e-06,272,10240
push,846,2554768.469486858,2554768.469490706,3.907829523086548e-06,272,10240
push,940,2554768.469604589,2554768.469611843,7.334165275096893e-06,272,10240
push,940,2554768.469613005,2554768.469616772,3.8370490074157715e-06,272,10240
push,1034,2554768.469733692,2554768.469740675,7.0533715188503265e-06,272,10240
push,1034,2554768.469741827,2554768.46974882,7.072929292917252e-06,272,10240
push,1128,2554768.469868204,2554768.469875107,6.952788680791855e-06,272,10240
push,1128,2554768.469876219,2554768.469880627,4.4978223741054535e-06,272,10240
push,1222,2554768.469995873,2554768.470002666,6.862916052341461e-06,272,10240
push,1222,2554768.470003778,2554768.470007605,3.8868747651577e-06,272,10240
push,1316,2554768.470124955,2554768.470131989,7.11437314748764e-06,272,10240
push,1316,2554768.470133141,2554768.470136738,3.696884959936142e-06,272,10240
push,1410,2554768.470252044,2554768.470258907,6.932765245437622e-06,272,10240
push,1410,2554768.470260139,2554768.470263976,3.936700522899628e-06,272,10240
push,1,2554768.472531369,2554768.472541659,1.0380055755376816e-05,272,10240
push,1,2554768.472543172,2554768.472549133,6.081070750951767e-06,272,10240
push,95,2554768.48594472,2554768.485954559,9.95909795165062e-06,272,10240
push,95,2554768.485956062,2554768.485960861,4.909001290798187e-06,272,10240
push,189,2554768.517310256,2554768.517319894,9.727664291858673e-06,272,10240
push,189,2554768.517321397,2554768.517326116,4.808884114027023e-06,272,10240
push,283,2554768.549277049,2554768.549286707,9.72812995314598e-06,272,10240
push,283,2554768.54928811,2554768.549292829,4.828907549381256e-06,272,10240
push,377,2554768.57026066,2554768.570270258,9.678304195404053e-06,272,10240
push,377,2554768.570271751,2554768.57027667,5.009118467569351e-06,272,10240
push,471,2554768.585791122,2554768.585800269,9.226612746715546e-06,272,10240
push,471,2554768.585801722,2554768.585806391,4.759058356285095e-06,272,10240
push,565,2554768.617804102,2554768.617813429,9.397976100444794e-06,272,10240
push,565,2554768.617814802,2554768.61781921,4.508066922426224e-06,272,10240
push,659,2554768.649929613,2554768.649939291,9.748153388500214e-06,272,10240
push,659,2554768.649940794,2554768.649945543,4.839152097702026e-06,272,10240
push,753,2554768.670378812,2554768.67038836,9.64803621172905e-06,272,10240
push,753,2554768.670391626,2554768.670396595,5.058944225311279e-06,272,10240
push,847,2554768.68583286,2554768.685842278,9.487848728895187e-06,272,10240
push,847,2554768.685843721,2554768.68584844,4.808884114027023e-06,272,10240
push,941,2554768.717815343,2554768.717824731,9.458046406507492e-06,272,10240
push,941,2554768.717826113,2554768.717830411,4.367902874946594e-06,272,10240
push,1035,2554768.749812423,2554768.74982161,9.257346391677856e-06,272,10240
push,1035,2554768.749823123,2554768.749827622,4.578847438097e-06,272,10240
