type,size,duration
wait_t,1,3.627e-06
wait_t,1,7.61e-07
wait_t,1,4.61e-07
wait_t,1,3.8e-07
mata_t,133,6e-08
data_t,10240,1.894e-06
mata_t,132,2.5e-07
data_t,10240,2.31e-07
mata_t,133,1.2e-07
data_t,10240,8.1e-08
mata_t,132,1e-07
data_t,10240,6.1e-08
wait_t,1,3.487e-06
wait_t,1,1.843e-06
wait_t,1,2.7e-07
wait_t,1,1.7e-07
mata_t,132,7e-08
data_t,10240,2.4e-07
mata_t,132,6e-08
data_t,10240,5e-08
mata_t,131,6e-08
data_t,10240,5e-08
mata_t,132,7e-08
data_t,10240,1.2e-07
wait_t,1,4.959e-06
wait_t,1,3.31e-07
wait_t,1,1.71e-07
wait_t,1,5.51e-07
mata_t,132,7.1e-08
data_t,10240,3.21e-07
mata_t,132,9e-08
data_t,10240,1.2e-07
mata_t,133,8e-08
data_t,10240,4e-08
mata_t,133,6e-08
data_t,10240,1.2e-07
wait_t,1,5.089e-06
wait_t,1,2.71e-07
wait_t,1,1.61e-07
wait_t,1,2.11e-07
mata_t,133,8e-08
data_t,10240,6.71e-07
mata_t,134,1.1e-07
data_t,10240,2.2e-07
mata_t,134,8e-08
data_t,10240,2.01e-07
mata_t,134,5e-08
data_t,10240,1.2e-07
wait_t,1,5.019e-06
wait_t,1,9.42e-07
wait_t,1,3.1e-07
wait_t,1,1.4e-07
mata_t,133,6e-08
data_t,10240,3.71e-07
mata_t,133,8e-08
data_t,10240,1.2e-07
mata_t,134,5e-08
data_t,10240,1.1e-07
mata_t,133,7.1e-08
data_t,10240,1.1e-07
wait_t,1,3.036e-06
wait_t,1,2.71e-07
wait_t,1,2.4e-07
wait_t,1,5.61e-07
mata_t,133,7e-08
data_t,10240,3.01e-07
mata_t,133,1.2e-07
data_t,10240,1.5e-07
mata_t,133,7e-08
data_t,10240,2.1e-07
mata_t,133,7e-08
data_t,10240,1.2e-07
wait_t,1,4.649e-06
wait_t,1,3.2e-07
wait_t,1,2.11e-07
wait_t,1,2.11e-07
mata_t,133,6e-08
data_t,10240,4.31e-07
mata_t,133,6e-08
data_t,10240,4e-08
mata_t,133,6e-08
data_t,10240,5e-08
mata_t,134,5.1e-08
data_t,10240,3e-08
wait_t,1,5.069e-06
wait_t,1,1.002e-06
wait_t,1,2.4e-07
wait_t,1,2.11e-07
mata_t,133,6e-08
data_t,10240,5.21e-07
mata_t,133,1e-07
data_t,10240,2.2e-07
mata_t,134,6e-08
data_t,10240,1.2e-07
mata_t,134,6e-08
data_t,10240,4e-08
wait_t,1,5.36e-06
wait_t,1,7.81e-07
wait_t,1,3.11e-07
wait_t,1,5.61e-07
mata_t,133,8e-08
data_t,10240,5.21e-07
mata_t,133,1.1e-07
data_t,10240,5e-08
mata_t,133,1.2e-07
data_t,10240,1.4e-07
mata_t,133,6e-08
data_t,10240,1.3e-07
wait_t,1,3.617e-06
wait_t,1,2.51e-07
wait_t,1,1.7e-07
wait_t,1,1.5e-07
mata_t,132,6e-08
data_t,10240,1.81e-07
mata_t,133,9e-08
data_t,10240,1.21e-07
mata_t,132,6e-08
data_t,10240,4e-08
mata_t,133,5e-08
data_t,10240,3e-08
wait_t,1,4.849e-06
wait_t,1,7.21e-07
wait_t,1,3.31e-07
wait_t,1,2.1e-07
