push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1258600.183852551, 1258600.183882016, 2.9654940590262413e-05, 272, 20480]"
"['push', 94, 1258600.215935336, 1258600.215945605, 1.0399147868156433e-05, 272, 20480]"
"['push', 188, 1258600.247934372, 1258600.247944131, 9.889015927910805e-06, 272, 20480]"
"['push', 282, 1258600.279936866, 1258600.279945993, 9.227078408002853e-06, 272, 20480]"
"['push', 376, 1258600.323922448, 1258600.323932257, 9.94885340332985e-06, 272, 20480]"
"['push', 470, 1258600.339920138, 1258600.339928995, 8.946983143687248e-06, 272, 20480]"
"['push', 564, 1258600.371917222, 1258600.371925908, 8.756062015891075e-06, 272, 20480]"
"['push', 658, 1258600.391978655, 1258600.391987321, 8.767005056142807e-06, 272, 20480]"
"['push', 752, 1258600.407910271, 1258600.407919719, 9.517883881926537e-06, 272, 20480]"
"['push', 846, 1258600.439888739, 1258600.439897596, 8.936971426010132e-06, 272, 20480]"
"['push', 940, 1258600.471903135, 1258600.471911691, 8.645933121442795e-06, 272, 20480]"
"['push', 1034, 1258600.492007459, 1258600.492016225, 8.876901119947433e-06, 272, 20480]"
"['push', 1128, 1258600.507893329, 1258600.507901965, 8.71601514518261e-06, 272, 20480]"
"['push', 1222, 1258600.543907618, 1258600.543916184, 8.636154234409332e-06, 272, 20480]"
"['push', 1316, 1258600.575902778, 1258600.575911674, 8.966075256466866e-06, 272, 20480]"
"['push', 1410, 1258600.607895914, 1258600.60790469, 8.865958079695702e-06, 272, 20480]"
"['push', 1, 1258600.639900631, 1258600.639909818, 9.258044883608818e-06, 272, 20480]"
"['push', 95, 1258600.671899027, 1258600.671908024, 9.067123755812645e-06, 272, 20480]"
"['push', 189, 1258600.707902456, 1258600.707911002, 8.656177669763565e-06, 272, 20480]"
"['push', 283, 1258600.739896493, 1258600.73990512, 8.696923032402992e-06, 272, 20480]"
"['push', 377, 1258600.771890571, 1258600.771899417, 8.956994861364365e-06, 272, 20480]"
