type,projection_id,start,stop,duration,metadata_size,data_size
push,0,1229538.954759977,1229538.954790845,3.111804835498333e-05,272,10240
push,94,1229538.96851463,1229538.96852533,1.0799849405884743e-05,272,10240
push,188,1229539.000506363,1229539.000516222,9.978888556361198e-06,272,10240
push,282,1229539.036500191,1229539.036509729,9.638024494051933e-06,272,10240
push,376,1229539.068485502,1229539.06849513,9.698094800114632e-06,272,10240
push,470,1229539.100488566,1229539.100497973,9.487848728895187e-06,272,10240
push,564,1229539.132482833,1229539.132491629,8.89599323272705e-06,272,10240
push,658,1229539.168495547,1229539.168504795,9.317882359027863e-06,272,10240
push,752,1229539.200468695,1229539.200478844,1.0228948667645454e-05,272,10240
push,846,1229539.232468493,1229539.2324776,9.187031537294388e-06,272,10240
push,940,1229539.255152822,1229539.255162019,9.276904165744781e-06,272,10240
push,1034,1229539.268458113,1229539.26846715,9.116949513554573e-06,272,10240
push,1128,1229539.300462149,1229539.300471607,9.53790731728077e-06,272,10240
push,1222,1229539.332462307,1229539.332473157,1.0930933058261871e-05,272,10240
push,1316,1229539.355209564,1229539.355218751,9.276904165744781e-06,272,10240
push,1410,1229539.36846337,1229539.368472106,8.81589949131012e-06,272,10240
push,1,1229539.400454511,1229539.400464449,1.0029179975390434e-05,272,10240
push,95,1229539.432468695,1229539.432477472,8.876901119947433e-06,272,10240
push,189,1229539.45525726,1229539.455265986,8.827075362205505e-06,272,10240
push,283,1229539.468452024,1229539.468460891,8.936971426010132e-06,272,10240
push,377,1229539.500455829,1229539.500464876,9.12696123123169e-06,272,10240
push,471,1229539.532461498,1229539.532470385,8.967006579041481e-06,272,10240
push,565,1229539.555317619,1229539.555326386,8.857110515236855e-06,272,10240
push,659,1229539.568448053,1229539.5684569,8.946983143687248e-06,272,10240
push,753,1229539.600563558,1229539.600572364,8.885981515049934e-06,272,10240
push,847,1229539.632448059,1229539.632456986,9.007053449749947e-06,272,10240
push,941,1229539.655357079,1229539.655366016,9.026844054460526e-06,272,10240
push,1035,1229539.668446446,1229539.668455293,8.936971426010132e-06,272,10240
push,1129,1229539.700434813,1229539.700443469,8.736038580536842e-06,272,10240
push,1223,1229539.732448686,1229539.732457252,8.65710899233818e-06,272,10240
push,1317,1229539.75540716,1229539.755415655,8.576083928346634e-06,272,10240
push,1411,1229539.768432687,1229539.768441323,8.746050298213959e-06,272,10240
push,2,1229539.80044088,1229539.800450949,1.016911119222641e-05,272,10240
push,96,1229539.832448924,1229539.832458251,9.407056495547295e-06,272,10240
push,190,1229539.855448824,1229539.85545763,8.896226063370705e-06,272,10240
push,284,1229539.868429667,1229539.868438043,8.47596675157547e-06,272,10240
push,378,1229539.900434915,1229539.900443631,8.817063644528389e-06,272,10240
push,472,1229539.9324386,1229539.932447597,9.076902642846107e-06,272,10240
push,566,1229539.955504464,1229539.95551282,8.435919880867004e-06,272,10240
push,660,1229539.968436747,1229539.968445403,8.725794032216072e-06,272,10240
push,754,1229539.996474754,1229539.996483681,9.006820619106293e-06,272,10240
push,848,1229540.055561167,1229540.055569893,8.79610888659954e-06,272,10240
push,942,1229540.068439048,1229540.068447574,8.60588625073433e-06,272,10240
push,1036,1229540.100459213,1229540.100468431,9.3081034719944e-06,272,10240
push,1130,1229540.132440026,1229540.132449083,9.156996384263039e-06,272,10240
push,1224,1229540.155616607,1229540.155625053,8.526025339961052e-06,272,10240
push,1318,1229540.168434736,1229540.168443222,8.565839380025864e-06,272,10240
push,1412,1229540.20044341,1229540.200452347,9.016832336783409e-06,272,10240
push,3,1229540.232435794,1229540.232444741,9.046867489814758e-06,272,10240
push,97,1229540.255667518,1229540.255675834,8.396105840802193e-06,272,10240
push,191,1229540.268527245,1229540.268536472,9.328126907348633e-06,272,10240
push,285,1229540.30044016,1229540.300448867,8.796807378530502e-06,272,10240
push,379,1229540.355728418,1229540.355737575,9.257812052965164e-06,272,10240
push,473,1229540.368439117,1229540.368447793,8.786097168922424e-06,272,10240
push,567,1229540.432436718,1229540.432445234,8.6161307990551e-06,272,10240
push,661,1229540.455783398,1229540.455792134,8.806120604276657e-06,272,10240
push,755,1229540.468430948,1229540.468439433,8.576083928346634e-06,272,10240
push,849,1229540.500439111,1229540.500451384,1.234305091202259e-05,272,10240
push,943,1229540.532438458,1229540.532447054,8.68597999215126e-06,272,10240
push,1037,1229540.555835502,1229540.555844278,8.855946362018585e-06,272,10240
push,1131,1229540.568438207,1229540.568447174,9.056879207491875e-06,272,10240
push,1225,1229540.600443305,1229540.600452502,9.3081034719944e-06,272,10240
push,1319,1229540.632446308,1229540.632455446,9.217998012900352e-06,272,10240
push,1413,1229540.655859282,1229540.655867728,8.526025339961052e-06,272,10240
push,4,1229577.420558785,1229577.420576398,1.7722835764288902e-05,272,10240
push,98,1229577.448335647,1229577.448345635,1.00692268460989e-05,272,10240
push,192,1229577.48042798,1229577.480437538,9.638024494051933e-06,272,10240
push,286,1229577.512447267,1229577.512456444,9.246869012713432e-06,272,10240
push,380,1229577.544444772,1229577.54445399,9.288080036640167e-06,272,10240
push,474,1229577.57644842,1229577.576457647,9.30693931877613e-06,272,10240
push,568,1229577.608422201,1229577.608430817,8.695991709828377e-06,272,10240
push,662,1229577.676425109,1229577.676434025,9.017065167427063e-06,272,10240
push,756,1229577.688451642,1229577.68846091,9.358162060379982e-06,272,10240
push,850,1229577.720437576,1229577.720446203,8.696923032402992e-06,272,10240
push,944,1229577.748447123,1229577.748455849,8.827075362205505e-06,272,10240
push,1038,1229577.780441202,1229577.780450179,9.067123755812645e-06,272,10240
push,1132,1229577.812436254,1229577.81244516,8.996110409498215e-06,272,10240
push,1226,1229577.844448126,1229577.844457083,9.047100320458412e-06,272,10240
push,1320,1229577.880441225,1229577.880450092,8.937204256653786e-06,272,10240
push,1414,1229577.892421673,1229577.892430108,8.516013622283936e-06,272,10240
push,5,1229577.924424338,1229577.924433525,9.267125278711319e-06,272,10240
push,99,1229577.948556213,1229577.948564859,8.746050298213959e-06,272,10240
push,193,1229577.960442464,1229577.960451471,9.106937795877457e-06,272,10240
push,287,1229577.980456947,1229577.980465764,8.906936272978783e-06,272,10240
push,381,1229577.996446343,1229577.99645513,8.857110515236855e-06,272,10240
push,475,1229578.028449289,1229578.028458096,8.876901119947433e-06,272,10240
push,569,1229578.048624373,1229578.048633731,9.468058124184608e-06,272,10240
push,663,1229578.064447467,1229578.064456464,9.106937795877457e-06,272,10240
push,757,1229578.096445955,1229578.096454611,8.745817467570305e-06,272,10240
push,851,1229578.128438832,1229578.128447448,8.706003427505493e-06,272,10240
push,945,1229578.148660494,1229578.14866905,8.635921403765678e-06,272,10240
push,1039,1229578.164443843,1229578.164452579,8.825911208987236e-06,272,10240
push,1133,1229578.19644183,1229578.196450536,8.82614403963089e-06,272,10240
push,1227,1229578.228444976,1229578.228454173,9.296927601099014e-06,272,10240
push,1321,1229578.248727131,1229578.248736418,9.377021342515945e-06,272,10240
push,1415,1229578.264434809,1229578.264443655,8.926959708333015e-06,272,10240
push,6,1229578.296441361,1229578.296451671,1.0389834642410278e-05,272,10240
push,100,1229578.328435561,1229578.328444688,9.20705497264862e-06,272,10240
