type,index,start,stop,duration,metadata_size,data_size
push,0,1258445.0543629,1258445.054432561,6.99218362569809e-05,184,20540
push,94,1258445.65450333,1258445.654531363,2.8223032131791115e-05,184,20548
push,188,1258446.25459599,1258446.254610568,1.4707911759614944e-05,184,20548
push,282,1258446.854675014,1258446.85468859,1.3696029782295227e-05,184,20548
flush_after,282,1258446.854691505,1258446.899434436,0.04474329203367233,736,82192
push,376,1258447.499501959,1258447.499524732,2.2913096472620964e-05,184,20548
push,470,1258448.099589399,1258448.099604007,1.4737946912646294e-05,184,20548
push,564,1258448.699669024,1258448.699684904,1.60199124366045e-05,184,20548
push,658,1258449.299753418,1258449.299769889,1.664203591644764e-05,184,20548
flush_after,658,1258449.299775139,1258449.347434839,0.04766003112308681,736,82192
push,752,1258449.947502031,1258449.947521628,1.970701850950718e-05,184,20548
push,846,1258450.547582457,1258450.547598748,1.638103276491165e-05,184,20548
push,940,1258451.147661832,1258451.147675208,1.3486016541719437e-05,184,20548
push,1034,1258451.747736839,1258451.747751777,1.5047844499349594e-05,184,20548
flush_after,1034,1258451.747754682,1258451.795432917,0.04767853580415249,736,82192
push,1128,1258452.395498466,1258452.395518053,1.967698335647583e-05,184,20548
push,1222,1258452.995581037,1258452.995596065,1.5108147636055946e-05,184,20548
push,1316,1258453.595660382,1258453.595672495,1.2183096259832382e-05,184,20548
push,1410,1258454.195732693,1258454.195748302,1.5709083527326584e-05,184,20548
flush_after,1410,1258454.19575231,1258454.243432509,0.047680479008704424,736,82192
push,1,1258454.843498698,1258454.843517363,1.8775928765535355e-05,184,20548
push,95,1258455.443579386,1258455.443594925,1.5618978068232536e-05,184,20548
push,189,1258456.04365864,1258456.04367463,1.613004133105278e-05,184,20548
push,283,1258456.643737073,1258456.643750168,1.316494308412075e-05,184,20548
flush_after,283,1258456.643752773,1258456.691432751,0.04768021893687546,736,82192
push,377,1258457.291497949,1258457.291516915,1.9036000594496727e-05,184,20548
push,471,1258457.891579268,1258457.891593494,1.4306046068668365e-05,184,20548
push,565,1258458.491665485,1258458.491680844,1.5418976545333862e-05,184,20548
push,659,1258459.091743648,1258459.091758395,1.4887889847159386e-05,184,20548
flush_after,659,1258459.091761752,1258459.139432863,0.047671380918473005,736,82192
push,753,1258459.739499043,1258459.73951886,1.9897008314728737e-05,184,20548
push,847,1258460.339581824,1258460.339599067,1.7313053831458092e-05,184,20548
push,941,1258460.939664204,1258460.939680254,1.613004133105278e-05,184,20548
push,1035,1258461.539742404,1258461.539757503,1.5189172700047493e-05,184,20548
flush_after,1035,1258461.539760097,1258461.587434523,0.04767466615885496,736,82192
push,1129,1258462.187499849,1258462.187520017,2.0268140360713005e-05,184,20548
push,1223,1258462.787583519,1258462.787600101,1.667207106947899e-05,184,20548
push,1317,1258463.387662261,1258463.387678391,1.619989052414894e-05,184,20548
push,1411,1258463.987742546,1258463.987757874,1.5398021787405014e-05,184,20548
flush_after,1411,1258463.987759888,1258464.043432133,0.05567256617359817,736,82192
push,2,1258464.643499964,1258464.643520623,2.071913331747055e-05,184,20548
push,96,1258465.243583685,1258465.24359709,1.357588917016983e-05,184,20548
push,190,1258465.84365916,1258465.843676974,1.796404831111431e-05,184,20548
push,284,1258466.443740987,1258466.443759122,1.8235063180327415e-05,184,20548
flush_after,284,1258466.443762859,1258466.491431863,0.047669274965301156,736,82192
push,378,1258467.091498001,1258467.091519221,2.131005749106407e-05,184,20548
push,472,1258467.691582824,1258467.691599495,1.6851816326379776e-05,184,20548
push,566,1258468.291661545,1258468.291676924,1.547904685139656e-05,184,20548
push,660,1258468.891739706,1258468.891754383,1.4737015590071678e-05,184,20548
flush_after,660,1258468.891756818,1258468.939432445,0.0476758680306375,736,82192
push,754,1258469.539499424,1258469.539517068,1.7713988199830055e-05,184,20548
push,848,1258470.139579849,1258470.139593545,1.3835960999131203e-05,184,20548
push,942,1258470.739655355,1258470.739671495,1.6219913959503174e-05,184,20548
push,1036,1258471.339735018,1258471.339749856,1.4917925000190735e-05,184,20548
flush_after,1036,1258471.339752701,1258471.387432626,0.047680134885013103,736,82192
push,1130,1258471.987497812,1258471.987523821,2.6149209588766098e-05,184,20548
push,1224,1258472.58759041,1258472.587608073,1.7833197489380836e-05,184,20548
push,1318,1258473.187671586,1258473.187691032,1.953612081706524e-05,184,20548
push,1412,1258473.787756208,1258473.787770635,1.4506978914141655e-05,184,20548
flush_after,1412,1258473.7877732,1258473.835433107,0.04766020784154534,736,82192
push,3,1258474.435499095,1258474.435520095,2.110004425048828e-05,184,20548
push,97,1258475.035582706,1258475.035598145,1.5538884326815605e-05,184,20548
push,191,1258475.635661097,1258475.635672508,1.1490890756249428e-05,184,20548
push,285,1258476.23573577,1258476.235758373,2.2722873836755753e-05,184,20548
flush_after,285,1258476.235761919,1258476.283433449,0.0476717809215188,736,82192
push,379,1258476.88350134,1258476.883520316,1.9146129488945007e-05,184,20548
push,473,1258477.483583638,1258477.483597885,1.4306977391242981e-05,184,20548
push,567,1258478.083660226,1258478.083675655,1.549883745610714e-05,184,20548
push,661,1258478.683741863,1258478.683757182,1.5389174222946167e-05,184,20548
