type,size,duration
wait_t,1,5.238e-06
wait_t,1,2.375e-06
wait_t,1,1.466e-06
wait_t,1,1.397e-06
mata_t,133,1.397e-06
data_t,20480,2.863e-06
mata_t,132,1.466e-06
data_t,20480,1.397e-06
mata_t,133,9.78e-07
data_t,20480,1.397e-06
mata_t,132,1.467e-06
data_t,20480,1.467e-06
wait_t,1,4.4e-06
wait_t,1,2.374e-06
wait_t,1,1.467e-06
wait_t,1,1.397e-06
mata_t,132,1.397e-06
data_t,20480,1.467e-06
mata_t,132,9.77e-07
data_t,20480,1.886e-06
mata_t,131,9.78e-07
data_t,20480,1.396e-06
mata_t,132,1.397e-06
data_t,20480,9.07e-07
wait_t,1,6.775e-06
wait_t,1,1.397e-06
wait_t,1,9.08e-07
wait_t,1,1.886e-06
mata_t,132,9.78e-07
data_t,20480,1.955e-06
mata_t,132,9.78e-07
data_t,20480,1.816e-06
mata_t,133,9.78e-07
data_t,20480,1.396e-06
mata_t,133,9.77e-07
data_t,20480,1.397e-06
wait_t,1,6.774e-06
wait_t,1,1.397e-06
wait_t,1,1.397e-06
wait_t,1,1.467e-06
mata_t,133,1.467e-06
data_t,20480,1.885e-06
mata_t,134,1.397e-06
data_t,20480,1.886e-06
mata_t,134,9.78e-07
data_t,20480,9.08e-07
mata_t,134,1.397e-06
data_t,20480,9.78e-07
wait_t,1,6.635e-06
wait_t,1,1.886e-06
wait_t,1,1.397e-06
wait_t,1,1.397e-06
mata_t,133,1.397e-06
data_t,20480,1.886e-06
mata_t,133,1.467e-06
data_t,20480,1.467e-06
mata_t,134,1.467e-06
data_t,20480,1.467e-06
mata_t,133,1.467e-06
data_t,20480,1.397e-06
wait_t,1,4.68e-06
wait_t,1,1.467e-06
wait_t,1,1.397e-06
wait_t,1,1.396e-06
mata_t,133,1.466e-06
data_t,20480,1.466e-06
mata_t,133,9.77e-07
data_t,20480,1.397e-06
mata_t,133,1.397e-06
data_t,20480,9.77e-07
mata_t,133,1.466e-06
data_t,20480,1.397e-06
wait_t,1,6.705e-06
wait_t,1,1.466e-06
wait_t,1,9.78e-07
wait_t,1,1.397e-06
mata_t,133,1.397e-06
data_t,20480,1.467e-06
mata_t,133,1.466e-06
data_t,20480,1.886e-06
mata_t,133,1.467e-06
data_t,20480,1.466e-06
mata_t,134,1.467e-06
data_t,20480,9.78e-07
wait_t,1,6.076e-06
wait_t,1,1.886e-06
wait_t,1,1.397e-06
wait_t,1,1.397e-06
mata_t,133,1.466e-06
data_t,20480,1.467e-06
mata_t,133,1.396e-06
data_t,20480,1.397e-06
mata_t,134,9.08e-07
data_t,20480,1.396e-06
mata_t,134,1.397e-06
data_t,20480,9.78e-07
