type,index,start,stop,duration,metadata_size,data_size
push,0,2553671.356167255,2553671.356336131,0.0001703430898487568,184,20540
push,94,2553671.956411837,2553671.95647623,6.585987284779549e-05,184,20548
push,188,2553672.556546907,2553672.556561993,1.6552861779928207e-05,184,20548
push,282,2553673.156629527,2553673.156645381,1.725088804960251e-05,184,20548
push,376,2553673.756712915,2553673.756725766,1.4318153262138367e-05,184,20548
push,470,2553674.356793091,2553674.356809154,1.7040874809026718e-05,184,20548
push,564,2553674.95687599,2553674.956888911,1.4388002455234528e-05,184,20548
push,658,2553675.556961125,2553675.556975372,1.56438909471035e-05,184,20548
push,752,2553676.157043116,2553676.157061065,1.9345898181200027e-05,184,20548
push,846,2553676.757128669,2553676.75714159,1.3899058103561401e-05,184,20548
push,940,2553677.357210381,2553677.357224978,1.5574973076581955e-05,184,20548
push,1034,2553677.957291954,2553677.957310811,2.025393769145012e-05,184,20548
push,1128,2553678.557380789,2553678.557395247,1.585390418767929e-05,184,20548
push,1222,2553679.157462013,2553679.157478076,1.7529819160699844e-05,184,20548
push,1316,2553679.757548055,2553679.757558531,1.1384021490812302e-05,184,20548
push,1410,2553680.357625646,2553680.357641919,1.7739832401275635e-05,184,20548
push,1,2553680.957710571,2553680.957727682,1.8578022718429565e-05,184,20548
push,95,2553681.557795915,2553681.557813934,1.9416213035583496e-05,184,20548
push,189,2553682.157881817,2553682.157899068,1.8648337572813034e-05,184,20548
push,283,2553682.757969047,2553682.757982526,1.49458646774292e-05,184,20548
push,377,2553683.358050689,2553683.358066333,1.7040874809026718e-05,184,20548
push,471,2553683.958133588,2553683.958143645,1.1453870683908463e-05,184,20548
push,565,2553684.558209084,2553684.558226265,1.8647871911525726e-05,184,20548
push,659,2553685.158295476,2553685.158313006,1.8508173525333405e-05,184,20548
push,753,2553685.758384172,2553685.758399258,1.6551930457353592e-05,184,20548
push,847,2553686.358467002,2553686.358481389,1.5364959836006165e-05,184,20548
push,941,2553686.958549761,2553686.958562542,1.4247838407754898e-05,184,20548
push,1035,2553687.55862833,2553687.558645092,1.7669983208179474e-05,184,20548
push,1129,2553688.158714512,2553688.158732671,1.9555911421775818e-05,184,20548
push,1223,2553688.758800904,2553688.758816478,1.7041340470314026e-05,184,20548
