type,index,start,stop,duration,metadata_size,data_size
push,0,1355202.605301766,1355202.605369093,6.872415542602539e-05,184,20540
push,94,1355203.205443731,1355203.205475229,3.289501182734966e-05,184,20548
push,188,1355203.805544349,1355203.805562368,1.9486062228679657e-05,184,20548
push,282,1355204.405630929,1355204.405645037,1.5016179531812668e-05,184,20548
push,376,1355205.005713528,1355205.005731687,1.9625062122941017e-05,184,20548
push,470,1355205.605799968,1355205.605816102,1.7111189663410187e-05,184,20548
push,564,1355206.205883894,1355206.205897862,1.5434809029102325e-05,184,20548
push,658,1355206.805971382,1355206.805986538,1.6064150258898735e-05,184,20548
push,752,1355207.406054121,1355207.406068508,1.578405499458313e-05,184,20548
push,846,1355208.006135323,1355208.006150968,1.6622012481093407e-05,184,20548
push,940,1355208.606217154,1355208.606229655,1.3897893950343132e-05,184,20548
push,1034,1355209.206296261,1355209.206313791,1.8508173525333405e-05,184,20548
push,1128,1355209.806380396,1355209.806394854,1.585390418767929e-05,184,20548
push,1222,1355210.406461668,1355210.406477802,1.7530983313918114e-05,184,20548
push,1316,1355211.006547759,1355211.006565429,1.9137049093842506e-05,184,20548
push,1410,1355211.606633501,1355211.60664733,1.5226192772388458e-05,184,20548
push,1,1355212.206714634,1355212.206734259,2.102181315422058e-05,184,20548
push,95,1355212.806802261,1355212.806818115,1.6762176528573036e-05,184,20548
push,189,1355213.406887095,1355213.406902251,1.655309461057186e-05,184,20548
push,283,1355214.006970532,1355214.006986387,1.725088804960251e-05,184,20548
push,377,1355214.607054389,1355214.607073874,2.0463019609451294e-05,184,20548
push,471,1355215.207143902,1355215.207161921,1.8927035853266716e-05,184,20548
push,565,1355215.807238584,1355215.807252482,1.5295110642910004e-05,184,20548
push,659,1355216.407319157,1355216.407334732,1.7042038962244987e-05,184,20548
push,753,1355217.007403782,1355217.007420474,1.8088845536112785e-05,184,20548
push,847,1355217.607488266,1355217.607500209,1.2851087376475334e-05,184,20548
push,941,1355218.207567304,1355218.207584485,1.8157996237277985e-05,184,20548
push,1035,1355218.807623363,1355218.807636284,1.4386838302016258e-05,184,20548
push,1129,1355219.407703448,1355219.407719092,1.7040874809026718e-05,184,20548
push,1223,1355220.007790656,1355220.007804205,1.4527002349495888e-05,184,20548
push,1317,1355220.6078713,1355220.607887782,1.794891431927681e-05,184,20548
push,1411,1355221.20795753,1355221.207972756,1.620408147573471e-05,184,20548
flush_after,1411,1355221.207978902,1355221.25562865,0.04765163408592343,5888,657536
push,2,1355221.855704265,1355221.855722983,2.011493779718876e-05,184,20548
push,96,1355222.455789588,1355222.455805721,1.7530051991343498e-05,184,20548
push,190,1355223.055872746,1355223.055890974,1.9625062122941017e-05,184,20548
push,284,1355223.655960443,1355223.655976158,1.7181038856506348e-05,184,20548
push,378,1355224.256045487,1355224.256062039,1.7530051991343498e-05,184,20548
push,472,1355224.856129622,1355224.856146943,1.8298858776688576e-05,184,20548
push,566,1355225.456215434,1355225.456233453,1.9415980204939842e-05,184,20548
push,660,1355226.056300547,1355226.056316401,1.7251120880246162e-05,184,20548
push,754,1355226.656387966,1355226.656413318,2.681906335055828e-05,184,20548
push,848,1355227.256485092,1355227.256502552,1.88569538295269e-05,184,20548
push,942,1355227.856571602,1355227.856584872,1.4666002243757248e-05,184,20548
push,1036,1355228.456653083,1355228.456670614,1.850794069468975e-05,184,20548
push,1130,1355229.056739873,1355229.05675873,1.9764993339776993e-05,184,20548
push,1224,1355229.656828618,1355229.656844053,1.6832025721669197e-05,184,20548
push,1318,1355230.256911776,1355230.25692742,1.6622012481093407e-05,184,20548
push,1412,1355230.856994026,1355230.857012254,1.9205966964364052e-05,184,20548
push,3,1355231.457090453,1355231.457108193,1.9206898286938667e-05,184,20548
push,97,1355232.057177452,1355232.057195541,1.9556144252419472e-05,184,20548
push,191,1355232.657263124,1355232.657280794,1.9067199900746346e-05,184,20548
push,285,1355233.257348587,1355233.257362904,1.578405499458313e-05,184,20548
push,379,1355233.857430767,1355233.857452069,2.2768042981624603e-05,184,20548
push,473,1355234.457524261,1355234.457540953,1.808907836675644e-05,184,20548
push,567,1355235.057608955,1355235.057623762,1.627393066883087e-05,184,20548
push,661,1355235.657690647,1355235.65770678,1.7110956832766533e-05,184,20548
push,755,1355236.257774363,1355236.257790217,1.7320970073342323e-05,184,20548
push,849,1355236.857856613,1355236.857875121,1.9975006580352783e-05,184,20548
push,943,1355237.457946266,1355237.457959745,1.4876015484333038e-05,184,20548
push,1037,1355238.058027049,1355238.058041646,1.5574973076581955e-05,184,20548
push,1131,1355238.658108321,1355238.658121801,1.4946097508072853e-05,184,20548
push,1225,1355239.258188406,1355239.258202584,1.5574973076581955e-05,184,20548
push,1319,1355239.858271145,1355239.858292726,2.2978056222200394e-05,184,20548
