push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1263453.804840696, 1263453.804871364, 3.078789450228214e-05, 272, 20480]"
"['push', 94, 1263453.816039503, 1263453.816049672, 1.0298797860741615e-05, 272, 20480]"
"['push', 188, 1263453.848047043, 1263453.848056802, 9.868992492556572e-06, 272, 20480]"
"['push', 282, 1263453.880143642, 1263453.8801531, 9.557930752635002e-06, 272, 20480]"
"['push', 376, 1263453.905103027, 1263453.905113166, 1.027015969157219e-05, 272, 20480]"
"['push', 470, 1263453.916009564, 1263453.916018571, 9.106937795877457e-06, 272, 20480]"
"['push', 564, 1263453.940042168, 1263453.940051325, 9.257113561034203e-06, 272, 20480]"
"['push', 658, 1263453.952014487, 1263453.952023424, 9.007053449749947e-06, 272, 20480]"
"['push', 752, 1263453.980033102, 1263453.98004243, 9.428011253476143e-06, 272, 20480]"
"['push', 846, 1263454.005123935, 1263454.005133293, 9.43802297115326e-06, 272, 20480]"
"['push', 940, 1263454.019991074, 1263454.019999861, 8.876901119947433e-06, 272, 20480]"
"['push', 1034, 1263454.051993376, 1263454.052001992, 8.695991709828377e-06, 272, 20480]"
"['push', 1128, 1263454.083989756, 1263454.083998553, 8.887145668268204e-06, 272, 20480]"
"['push', 1222, 1263454.105182964, 1263454.10519161, 8.736038580536842e-06, 272, 20480]"
"['push', 1316, 1263454.119987556, 1263454.119996232, 8.75699333846569e-06, 272, 20480]"
"['push', 1410, 1263454.144016763, 1263454.14402564, 8.967006579041481e-06, 272, 20480]"
"['push', 1, 1263454.155985787, 1263454.155995265, 9.577954187989235e-06, 272, 20480]"
"['push', 95, 1263454.18798406, 1263454.187993027, 9.056879207491875e-06, 272, 20480]"
"['push', 189, 1263454.219991682, 1263454.220000288, 8.695991709828377e-06, 272, 20480]"
"['push', 283, 1263454.251994324, 1263454.25200303, 8.786097168922424e-06, 272, 20480]"
"['push', 377, 1263454.28397803, 1263454.283986636, 8.68597999215126e-06, 272, 20480]"
"['push', 471, 1263454.30529456, 1263454.305303236, 8.746050298213959e-06, 272, 20480]"
"['push', 565, 1263454.319985558, 1263454.319994024, 8.526025339961052e-06, 272, 20480]"
"['push', 659, 1263454.34801305, 1263454.348022177, 9.197043254971504e-06, 272, 20480]"
"['push', 753, 1263454.379985675, 1263454.379994221, 8.607050403952599e-06, 272, 20480]"
"['push', 847, 1263454.405351154, 1263454.40535961, 8.556060492992401e-06, 272, 20480]"
"['push', 941, 1263454.419987811, 1263454.419996277, 8.536037057638168e-06, 272, 20480]"
"['push', 1035, 1263454.451985173, 1263454.451993719, 8.6161307990551e-06, 272, 20480]"
"['push', 1129, 1263454.483975001, 1263454.483983457, 8.536037057638168e-06, 272, 20480]"
"['push', 1223, 1263454.505403931, 1263454.505412698, 8.846865966916084e-06, 272, 20480]"
"['push', 1317, 1263454.519988109, 1263454.519997206, 9.188195690512657e-06, 272, 20480]"
"['push', 1411, 1263454.552004657, 1263454.552013303, 8.726026862859726e-06, 272, 20480]"
"['push', 2, 1263454.583981922, 1263454.58399181, 9.978190064430237e-06, 272, 20480]"
"['push', 96, 1263454.605453593, 1263454.605462419, 8.936971426010132e-06, 272, 20480]"
"['push', 190, 1263454.619989991, 1263454.619998867, 8.967006579041481e-06, 272, 20480]"
"['push', 284, 1263454.651979959, 1263454.651988956, 9.086914360523224e-06, 272, 20480]"
"['push', 378, 1263454.683975868, 1263454.683984544, 8.777016773819923e-06, 272, 20480]"
"['push', 472, 1263454.705501902, 1263454.705510288, 8.466187864542007e-06, 272, 20480]"
"['push', 566, 1263454.719987734, 1263454.71999621, 8.567003533244133e-06, 272, 20480]"
"['push', 660, 1263454.751977452, 1263454.751986038, 8.666887879371643e-06, 272, 20480]"
"['push', 754, 1263454.787980953, 1263454.78798988, 9.007053449749947e-06, 272, 20480]"
