type,projection_id,start,stop,duration,metadata_size,data_size
push,0,2554837.395522758,2554837.395543357,2.0728912204504013e-05,272,10240
push,0,2554837.395547805,2554837.395555069,7.404014468193054e-06,272,10240
push,94,2554837.395720399,2554837.395728975,8.706934750080109e-06,272,10240
push,94,2554837.395730689,2554837.395734926,4.3478794395923615e-06,272,10240
push,188,2554837.395869289,2554837.395877013,7.834751158952713e-06,272,10240
push,188,2554837.395881081,2554837.395886131,5.189795047044754e-06,272,10240
push,282,2554837.396027055,2554837.3960351,8.12578946352005e-06,272,10240
push,282,2554837.396036443,2554837.39604022,3.8673169910907745e-06,272,10240
flush_after,282,2554837.396041422,2554837.442796121,0.04675513878464699,2176,81920
push,376,2554837.442959778,2554837.442970678,1.09807588160038e-05,272,10240
push,376,2554837.442971941,2554837.44297667,4.858709871768951e-06,272,10240
push,470,2554837.443104149,2554837.443111794,7.735099643468857e-06,272,10240
push,470,2554837.443112896,2554837.443117084,4.288274794816971e-06,272,10240
push,564,2554837.443245635,2554837.44325346,7.934868335723877e-06,272,10240
push,564,2554837.443254782,2554837.443258619,3.898050636053085e-06,272,10240
push,658,2554837.443399164,2554837.443406728,7.634051144123077e-06,272,10240
push,658,2554837.44340795,2554837.443412098,4.248227924108505e-06,272,10240
flush_after,658,2554837.44341318,2554837.486789631,0.04337683133780956,2176,81920
push,752,2554837.486940965,2554837.486950263,9.387731552124023e-06,272,10240
push,752,2554837.486951545,2554837.486955843,4.398170858621597e-06,272,10240
push,846,2554837.487072492,2554837.487079806,7.424037903547287e-06,272,10240
push,846,2554837.487080958,2554837.487084805,3.916677087545395e-06,272,10240
push,940,2554837.487196425,2554837.487203418,7.063150405883789e-06,272,10240
push,940,2554837.48720448,2554837.487208357,3.9478763937950134e-06,272,10240
push,1034,2554837.487318885,2554837.487325778,6.972812116146088e-06,272,10240
push,1034,2554837.48732692,2554837.487330657,3.817025572061539e-06,272,10240
flush_after,1034,2554837.487331729,2554837.534791893,0.047460515052080154,2176,81920
push,1128,2554837.534938538,2554837.534947215,8.757226169109344e-06,272,10240
push,1128,2554837.534948327,2554837.534952404,4.187691956758499e-06,272,10240
push,1222,2554837.535064084,2554837.535070667,6.663147360086441e-06,272,10240
push,1222,2554837.535071769,2554837.535075776,4.0871091187000275e-06,272,10240
push,1316,2554837.53518965,2554837.535196623,7.043126970529556e-06,272,10240
push,1316,2554837.535197725,2554837.535201372,3.7169083952903748e-06,272,10240
push,1410,2554837.535311239,2554837.535318011,6.853137165307999e-06,272,10240
push,1410,2554837.535319304,2554837.535323131,3.906898200511932e-06,272,10240
flush_after,1410,2554837.535324033,2554837.578790673,0.043466991279274225,2176,81920
push,1,2554837.578942989,2554837.578951686,8.796807378530502e-06,272,10240
push,1,2554837.578952888,2554837.578956955,4.168134182691574e-06,272,10240
push,95,2554837.579067754,2554837.579074927,7.272697985172272e-06,272,10240
push,95,2554837.579076049,2554837.579079676,3.727152943611145e-06,272,10240
push,189,2554837.579188571,2554837.579195173,6.671994924545288e-06,272,10240
push,189,2554837.579196315,2554837.579200453,4.2282044887542725e-06,272,10240
push,283,2554837.57931572,2554837.579323464,7.833819836378098e-06,272,10240
push,283,2554837.579324746,2554837.579328594,3.9478763937950134e-06,272,10240
flush_after,283,2554837.579329576,2554837.626790571,0.047461295034736395,2176,81920
push,377,2554837.626941725,2554837.626950942,9.306706488132477e-06,272,10240
push,377,2554837.626952184,2554837.626956432,4.359055310487747e-06,272,10240
push,471,2554837.627070617,2554837.62707784,7.30389729142189e-06,272,10240
push,471,2554837.627078943,2554837.62708303,4.176981747150421e-06,272,10240
push,565,2554837.627196864,2554837.627203877,7.082708179950714e-06,272,10240
push,565,2554837.627205019,2554837.627208776,3.8282014429569244e-06,272,10240
push,659,2554837.627316419,2554837.627323472,7.112976163625717e-06,272,10240
push,659,2554837.627324544,2554837.627328231,3.7671998143196106e-06,272,10240
flush_after,659,2554837.627329083,2554837.670789962,0.04346117004752159,2176,81920
push,753,2554837.670934353,2554837.670942859,8.585862815380096e-06,272,10240
push,753,2554837.670944011,2554837.670948279,4.349276423454285e-06,272,10240
push,847,2554837.671059058,2554837.67106572,6.741844117641449e-06,272,10240
push,847,2554837.671066852,2554837.67107084,4.06801700592041e-06,272,10240
push,941,2554837.671177881,2554837.671184624,6.823334842920303e-06,272,10240
push,941,2554837.671185876,2554837.671189683,3.887340426445007e-06,272,10240
push,1035,2554837.671296724,2554837.671303457,6.813090294599533e-06,272,10240
push,1035,2554837.671304559,2554837.671308045,3.55718657374382e-06,272,10240
flush_after,1035,2554837.671308947,2554837.718789178,0.04748050216585398,2176,81920
push,1129,2554837.71893367,2554837.718942376,8.806120604276657e-06,272,10240
push,1129,2554837.718943579,2554837.718947726,4.226807504892349e-06,272,10240
push,1223,2554837.719063354,2554837.719070768,7.473863661289215e-06,272,10240
push,1223,2554837.719071809,2554837.719075807,4.077795892953873e-06,272,10240
push,1317,2554837.71918932,2554837.719196444,7.223803550004959e-06,272,10240
push,1317,2554837.719197496,2554837.719201193,3.7671998143196106e-06,272,10240
push,1411,2554837.719310548,2554837.719317551,7.082708179950714e-06,272,10240
push,1411,2554837.719318723,2554837.71932238,3.727152943611145e-06,272,10240
flush_after,1411,2554837.719329854,2554837.762793058,0.043463464826345444,2176,81920
push,2,2554837.762936418,2554837.762945344,9.005889296531677e-06,272,10240
push,2,2554837.762946426,2554837.762950604,4.2780302464962006e-06,272,10240
push,96,2554837.763062605,2554837.763069738,7.202848792076111e-06,272,10240
push,96,2554837.76307093,2554837.763074657,3.817025572061539e-06,272,10240
push,190,2554837.763182179,2554837.763189202,7.0938840508461e-06,272,10240
push,190,2554837.763190315,2554837.763194132,3.8868747651577e-06,272,10240
push,284,2554837.763300231,2554837.763307314,7.163733243942261e-06,272,10240
push,284,2554837.763308467,2554837.763311923,3.5259872674942017e-06,272,10240
flush_after,284,2554837.763312795,2554837.810789339,0.047476854640990496,2176,81920
push,378,2554837.81093376,2554837.810942527,8.847098797559738e-06,272,10240
push,378,2554837.810943629,2554837.810947636,4.0978193283081055e-06,272,10240
push,472,2554837.811058224,2554837.811065318,7.1837566792964935e-06,272,10240
push,472,2554837.81106646,2554837.811070437,4.037283360958099e-06,272,10240
push,566,2554837.811181666,2554837.81118885,7.234048098325729e-06,272,10240
push,566,2554837.811190022,2554837.811193779,3.8370490074157715e-06,272,10240
push,660,2554837.811299307,2554837.81130599,6.753019988536835e-06,272,10240
push,660,2554837.811307072,2554837.811310799,3.7867575883865356e-06,272,10240
flush_after,660,2554837.81131162,2554837.854790564,0.043479244224727154,2176,81920
push,754,2554837.854929465,2554837.854937961,8.576083928346634e-06,272,10240
push,754,2554837.854939093,2554837.85494305,4.06801700592041e-06,272,10240
push,848,2554837.855050973,2554837.855057806,6.912741810083389e-06,272,10240
push,848,2554837.855058878,2554837.855062475,3.676861524581909e-06,272,10240
push,942,2554837.855170908,2554837.855177481,6.643123924732208e-06,272,10240
push,942,2554837.855178503,2554837.85518225,3.827270120382309e-06,272,10240
push,1036,2554837.855308797,2554837.855316462,7.754657417535782e-06,272,10240
push,1036,2554837.855317724,2554837.855321331,3.6871060729026794e-06,272,10240
flush_after,1036,2554837.855322223,2554837.902791203,0.04746931092813611,2176,81920
push,1130,2554837.902946635,2554837.902956183,9.63779166340828e-06,272,10240
