type,index,start,stop,duration,metadata_size,data_size
push,0,1258446.799170682,1258446.799236185,6.567290984094143e-05,184,20540
push,94,1258447.399307074,1258447.399340586,3.371294587850571e-05,184,20548
flush_after,94,1258447.399344634,1258447.44666391,0.04731967695988715,368,41096
push,188,1258448.046731603,1258448.046753684,2.225092612206936e-05,184,20548
push,282,1258448.64681746,1258448.646831716,1.4377059414982796e-05,184,20548
flush_after,282,1258448.646835544,1258448.694663705,0.04782844102010131,368,41096
push,376,1258449.294728372,1258449.294748961,2.0728912204504013e-05,184,20548
push,470,1258449.894813708,1258449.894832173,1.8595019355416298e-05,184,20548
flush_after,470,1258449.894835549,1258449.942663199,0.047827990958467126,368,41096
push,564,1258450.542731884,1258450.542751741,1.9947998225688934e-05,184,20548
push,658,1258451.142821739,1258451.142839011,1.7391983419656754e-05,184,20548
flush_after,658,1258451.142842838,1258451.190664356,0.04782187892124057,368,41096
push,752,1258451.790730506,1258451.79074828,1.7854152247309685e-05,184,20548
push,846,1258452.390810032,1258452.390822605,1.2673204764723778e-05,184,20548
flush_after,846,1258452.390824839,1258452.438664482,0.04783991305157542,368,41096
push,940,1258453.03872932,1258453.038746201,1.696101389825344e-05,184,20548
push,1034,1258453.638807322,1258453.638818423,1.1221040040254593e-05,184,20548
flush_after,1034,1258453.638820577,1258453.686663094,0.04784275800921023,368,41096
push,1128,1258454.286726299,1258454.286742379,1.6150064766407013e-05,184,20548
push,1222,1258454.88680362,1258454.886814039,1.0479940101504326e-05,184,20548
flush_after,1222,1258454.886815763,1258454.934662829,0.04784731683321297,368,41096
push,1316,1258455.534730803,1258455.534747224,1.651095226407051e-05,184,20548
push,1410,1258456.134810769,1258456.134823322,1.2634089216589928e-05,184,20548
flush_after,1410,1258456.134826007,1258456.182663335,0.047837608959525824,368,41096
push,1,1258456.78272665,1258456.782741558,1.5038065612316132e-05,184,20548
push,95,1258457.382804001,1258457.382818077,1.423712819814682e-05,184,20548
