type,size,duration
wait_t,1,9.69761
wait_t,1,0.0301584
wait_t,1,0.0319591
wait_t,1,0.0319908
mata_t,133,5e-08
data_t,10240,1.593e-06
mata_t,132,1.71e-07
data_t,10240,1.51e-07
mata_t,133,1.21e-07
data_t,10240,6e-08
mata_t,132,1e-07
data_t,10240,8e-08
wait_t,1,4.739e-06
wait_t,1,1.933e-06
wait_t,1,7.02e-07
wait_t,1,5.71e-07
mata_t,132,9e-08
data_t,10240,2.21e-07
mata_t,132,7e-08
data_t,10240,1.6e-07
mata_t,131,1.3e-07
data_t,10240,3e-08
mata_t,132,4e-08
data_t,10240,3e-08
wait_t,1,6.111e-06
wait_t,1,5.31e-07
wait_t,1,5.21e-07
wait_t,1,7.52e-07
mata_t,133,5.1e-08
data_t,10240,2.9e-07
mata_t,132,6e-08
data_t,10240,1.4e-07
mata_t,133,6e-08
data_t,10240,4e-08
mata_t,133,6e-08
data_t,10240,2.8e-07
wait_t,1,6.572e-06
wait_t,1,6.21e-07
wait_t,1,4.41e-07
wait_t,1,5.51e-07
mata_t,133,5e-08
data_t,10240,5.11e-07
mata_t,134,7e-08
data_t,10240,7e-08
mata_t,134,6e-08
data_t,10240,3e-08
mata_t,134,6e-08
data_t,10240,4e-08
wait_t,1,6.252e-06
wait_t,1,1.012e-06
wait_t,1,7.01e-07
wait_t,1,3.91e-07
mata_t,133,8e-08
data_t,10240,3.7e-07
mata_t,133,8e-08
data_t,10240,2.2e-07
mata_t,134,6e-08
data_t,10240,2.01e-07
mata_t,133,6e-08
data_t,10240,4e-08
wait_t,1,3.406e-06
wait_t,1,4.41e-07
wait_t,1,9.21e-07
wait_t,1,7.62e-07
mata_t,133,5e-08
data_t,10240,1.8e-07
mata_t,133,7e-08
data_t,10240,6e-08
mata_t,133,4e-08
data_t,10240,3e-08
mata_t,133,1.3e-07
data_t,10240,3e-08
wait_t,1,6.722e-06
wait_t,1,5.41e-07
wait_t,1,4.71e-07
wait_t,1,5.51e-07
mata_t,133,5e-08
data_t,10240,3.91e-07
mata_t,133,6e-08
data_t,10240,7e-08
mata_t,133,1e-07
data_t,10240,6.1e-08
mata_t,134,5e-08
data_t,10240,3e-08
wait_t,1,6.131e-06
wait_t,1,7.02e-07
wait_t,1,6.11e-07
wait_t,1,4.01e-07
mata_t,133,6e-08
data_t,10240,3.8e-07
mata_t,133,7e-08
data_t,10240,6e-08
mata_t,134,6e-08
data_t,10240,6e-08
mata_t,134,4e-08
data_t,10240,3e-08
wait_t,1,6.232e-06
wait_t,1,1.152e-06
