push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1258451.036513412, 1258451.036539351, 2.60891392827034e-05, 272, 20480]"
"['push', 94, 1258451.048345459, 1258451.048355347, 1.0009156540036201e-05, 272, 20480]"
"['push', 188, 1258451.080353876, 1258451.080364106, 1.0339776054024696e-05, 272, 20480]"
"['push', 282, 1258451.112271564, 1258451.112280531, 9.09692607820034e-06, 272, 20480]","['flush_after', 282, 1258451.112285049, 1258451.17614506, 0.06386039196513593, 1088, 81920]"
"['push', 376, 1258453.472369984, 1258453.472384281, 1.443689689040184e-05, 272, 20480]"
"['push', 470, 1258453.508341696, 1258453.508351625, 9.998911991715431e-06, 272, 20480]"
"['push', 564, 1258453.572333608, 1258453.572342795, 9.286915883421898e-06, 272, 20480]"
"['push', 658, 1258453.608268651, 1258453.608277237, 8.655944839119911e-06, 272, 20480]","['flush_after', 658, 1258453.60827894, 1258453.636155759, 0.027877100044861436, 1088, 81920]"
"['push', 752, 1258455.920349904, 1258455.920363881, 1.4066928997635841e-05, 272, 20480]"
"['push', 846, 1258455.952301471, 1258455.952310609, 9.238021448254585e-06, 272, 20480]"
"['push', 940, 1258455.984282754, 1258455.984291721, 9.057112038135529e-06, 272, 20480]"
"['push', 1034, 1258456.02825926, 1258456.028268006, 8.825911208987236e-06, 272, 20480]","['flush_after', 1034, 1258456.028269449, 1258456.108144319, 0.07987513090483844, 1088, 81920]"
"['push', 1128, 1258458.368340334, 1258458.368353689, 1.3455050066113472e-05, 272, 20480]"
"['push', 1222, 1258458.400297742, 1258458.400307371, 9.718816727399826e-06, 272, 20480]"
"['push', 1316, 1258458.440273639, 1258458.440283508, 9.938841685652733e-06, 272, 20480]"
"['push', 1410, 1258458.452253343, 1258458.452261939, 8.706003427505493e-06, 272, 20480]","['flush_after', 1410, 1258458.452263422, 1258458.512146551, 0.05988342990167439, 1088, 81920]"
"['push', 1, 1258460.813587124, 1258460.813601201, 1.4157034456729889e-05, 272, 20480]"
"['push', 95, 1258460.844291821, 1258460.844300598, 8.877133950591087e-06, 272, 20480]"
"['push', 189, 1258460.876301768, 1258460.876311477, 9.798910468816757e-06, 272, 20480]"
"['push', 283, 1258460.908251953, 1258460.90826058, 8.736969903111458e-06, 272, 20480]","['flush_after', 283, 1258460.908262243, 1258460.972145559, 0.06388365686871111, 1088, 81920]"
"['push', 377, 1258463.264349107, 1258463.264363193, 1.4156103134155273e-05, 272, 20480]"
"['push', 471, 1258463.304292753, 1258463.30430167, 9.006820619106293e-06, 272, 20480]"
"['push', 565, 1258463.316288467, 1258463.316297394, 8.99704173207283e-06, 272, 20480]"
"['push', 659, 1258463.348255914, 1258463.34826426, 8.416129276156425e-06, 272, 20480]","['flush_after', 659, 1258463.348265863, 1258463.412146735, 0.06388113205321133, 1088, 81920]"
"['push', 753, 1258465.712356128, 1258465.712369733, 1.374492421746254e-05, 272, 20480]"
"['push', 847, 1258465.756277259, 1258465.756286417, 9.258044883608818e-06, 272, 20480]"
"['push', 941, 1258465.772277048, 1258465.772286095, 9.136972948908806e-06, 272, 20480]"
"['push', 1035, 1258465.804256107, 1258465.804264623, 8.58609564602375e-06, 272, 20480]","['flush_after', 1035, 1258465.804266146, 1258465.868145865, 0.06387989013455808, 1088, 81920]"
"['push', 1129, 1258468.160333293, 1258468.160346508, 1.3354932889342308e-05, 272, 20480]"
"['push', 1223, 1258468.200280516, 1258468.200289973, 9.558163583278656e-06, 272, 20480]"
"['push', 1317, 1258468.212275609, 1258468.212284646, 9.156996384263039e-06, 272, 20480]"
"['push', 1411, 1258468.244253034, 1258468.244261681, 8.78702849149704e-06, 272, 20480]","['flush_after', 1411, 1258468.244263143, 1258468.308144657, 0.06388191389851272, 1088, 81920]"
"['push', 2, 1258470.609599466, 1258470.609614074, 1.4678109437227249e-05, 272, 20480]"
"['push', 96, 1258470.620278199, 1258470.620287075, 8.956994861364365e-06, 272, 20480]"
"['push', 190, 1258470.652282455, 1258470.652291632, 9.266892448067665e-06, 272, 20480]"
"['push', 284, 1258470.684256504, 1258470.68426486, 8.425908163189888e-06, 272, 20480]","['flush_after', 284, 1258470.684271663, 1258470.748146323, 0.06387489009648561, 1088, 81920]"
"['push', 378, 1258473.064316521, 1258473.064329966, 1.3546086847782135e-05, 272, 20480]"
"['push', 472, 1258473.096278799, 1258473.096287796, 9.076902642846107e-06, 272, 20480]"
"['push', 566, 1258473.128274068, 1258473.128282955, 8.967006579041481e-06, 272, 20480]"
"['push', 660, 1258473.1495614, 1258473.149569665, 8.354894816875458e-06, 272, 20480]","['flush_after', 660, 1258473.149571018, 1258473.228144316, 0.07857355801388621, 1088, 81920]"
"['push', 754, 1258475.512338931, 1258475.512352998, 1.4157034456729889e-05, 272, 20480]"
"['push', 848, 1258475.544278365, 1258475.544287553, 9.247800335288048e-06, 272, 20480]"
"['push', 942, 1258475.576277021, 1258475.576285988, 9.036855772137642e-06, 272, 20480]"
"['push', 1036, 1258475.608275296, 1258475.608284283, 9.087147191166878e-06, 272, 20480]","['flush_after', 1036, 1258475.608285756, 1258475.704144615, 0.09585908893495798, 1088, 81920]"
"['push', 1130, 1258477.94839855, 1258477.948412887, 1.4486955478787422e-05, 272, 20480]"
"['push', 1224, 1258477.964278342, 1258477.964287369, 9.09692607820034e-06, 272, 20480]"
"['push', 1318, 1258477.996281055, 1258477.996290253, 9.268056601285934e-06, 272, 20480]"
