type,size,duration
wait_t,1,5.06e-06
wait_t,1,8.71e-07
wait_t,1,9.62e-07
wait_t,1,2.81e-07
mata_t,133,6e-08
data_t,20480,1.603e-06
mata_t,132,2e-07
data_t,20480,2.11e-07
mata_t,133,9e-08
data_t,20480,2.6e-07
mata_t,132,1.6e-07
data_t,20480,2.61e-07
wait_t,1,2.645e-06
wait_t,1,1.493e-06
wait_t,1,4.21e-07
wait_t,1,2.81e-07
mata_t,132,8e-08
data_t,20480,2.21e-07
mata_t,132,6e-08
data_t,20480,2.5e-07
mata_t,131,6e-08
data_t,20480,1.3e-07
mata_t,132,6.1e-08
data_t,20480,2.5e-07
wait_t,1,4.869e-06
wait_t,1,5.91e-07
wait_t,1,3.51e-07
wait_t,1,5.21e-07
mata_t,132,6e-08
data_t,20480,7.51e-07
mata_t,132,1.5e-07
data_t,20480,1.5e-07
mata_t,133,6e-08
data_t,20480,1.9e-07
mata_t,133,6e-08
data_t,20480,3.4e-07
wait_t,1,4.849e-06
wait_t,1,6.11e-07
wait_t,1,3.7e-07
wait_t,1,2.1e-07
mata_t,133,7e-08
data_t,20480,4.41e-07
mata_t,134,7e-08
data_t,20480,9.1e-08
mata_t,134,7e-08
data_t,20480,1.6e-07
mata_t,134,6e-08
data_t,20480,5e-08
wait_t,1,4.609e-06
wait_t,1,8.62e-07
wait_t,1,4.11e-07
wait_t,1,5.81e-07
mata_t,133,7e-08
data_t,20480,4.41e-07
mata_t,133,7e-08
data_t,20480,7e-08
mata_t,134,5e-08
data_t,20480,1.4e-07
mata_t,133,6e-08
data_t,20480,5e-08
wait_t,1,3.556e-06
wait_t,1,7.51e-07
wait_t,1,2.81e-07
wait_t,1,5.81e-07
mata_t,133,8e-08
data_t,20480,3.91e-07
mata_t,133,6e-08
data_t,20480,9e-08
mata_t,133,6e-08
data_t,20480,1.5e-07
mata_t,133,6e-08
data_t,20480,8e-08
wait_t,1,4.728e-06
wait_t,1,6.11e-07
wait_t,1,3.3e-07
wait_t,1,5.91e-07
mata_t,133,7e-08
data_t,20480,7.61e-07
mata_t,133,7e-08
data_t,20480,1.7e-07
mata_t,133,6e-08
data_t,20480,1.4e-07
mata_t,134,1.2e-07
data_t,20480,5e-08
wait_t,1,4.919e-06
wait_t,1,7.41e-07
wait_t,1,3.5e-07
wait_t,1,2.51e-07
mata_t,133,7e-08
data_t,20480,4.4e-07
mata_t,133,9.1e-08
data_t,20480,6.1e-08
mata_t,134,8e-08
data_t,20480,1.5e-07
mata_t,134,6e-08
data_t,20480,1.1e-07
wait_t,1,4.719e-06
wait_t,1,3.1e-07
wait_t,1,2.4e-07
wait_t,1,6.82e-07
mata_t,133,7e-08
data_t,20480,4.41e-07
mata_t,133,8e-08
data_t,20480,7e-08
mata_t,133,6e-08
data_t,20480,1.4e-07
