type,size,duration
wait_t,1,0.366174
wait_t,1,0.0317357
wait_t,1,0.043924
wait_t,1,0.0119914
mata_t,133,9e-08
data_t,20480,1.583e-06
mata_t,132,2.11e-07
data_t,20480,1.1e-07
mata_t,133,8e-08
data_t,20480,5e-08
mata_t,132,8e-08
data_t,20480,6e-08
wait_t,1,3.948e-06
wait_t,1,2.204e-06
wait_t,1,9.82e-07
wait_t,1,4.5e-07
mata_t,132,1e-07
data_t,20480,3.21e-07
mata_t,132,7e-08
data_t,20480,1.2e-07
mata_t,131,8e-08
data_t,20480,1.31e-07
mata_t,132,8e-08
data_t,20480,4e-08
wait_t,1,6.692e-06
wait_t,1,9.41e-07
wait_t,1,6.21e-07
wait_t,1,8.31e-07
mata_t,133,1e-07
data_t,20480,4.71e-07
mata_t,132,8e-08
data_t,20480,5e-08
mata_t,133,7e-08
data_t,20480,2.31e-07
mata_t,133,7e-08
data_t,20480,5e-08
wait_t,1,6.642e-06
wait_t,1,6.11e-07
wait_t,1,6.21e-07
wait_t,1,3.2e-07
mata_t,133,9e-08
data_t,20480,5.01e-07
mata_t,134,9e-08
data_t,20480,1.2e-07
mata_t,134,7e-08
data_t,20480,4e-08
mata_t,134,6e-08
data_t,20480,4e-08
wait_t,1,6.663e-06
wait_t,1,1.082e-06
wait_t,1,8.02e-07
wait_t,1,7.21e-07
mata_t,133,9e-08
data_t,20480,4.51e-07
mata_t,133,1.7e-07
data_t,20480,1.21e-07
mata_t,134,9e-08
data_t,20480,1.21e-07
mata_t,133,7e-08
data_t,20480,4e-08
wait_t,1,3.717e-06
wait_t,1,4.81e-07
wait_t,1,5.01e-07
wait_t,1,7.72e-07
mata_t,133,1e-07
data_t,20480,1.8e-07
mata_t,133,9e-08
data_t,20480,4e-08
mata_t,133,9e-08
data_t,20480,3e-08
mata_t,133,8e-08
data_t,20480,4e-08
wait_t,1,6.663e-06
wait_t,1,1.142e-06
wait_t,1,5.41e-07
wait_t,1,6.21e-07
mata_t,133,1.01e-07
data_t,20480,5.71e-07
mata_t,133,9.1e-08
data_t,20480,2.41e-07
mata_t,133,7e-08
data_t,20480,1.1e-07
mata_t,134,7e-08
data_t,20480,4e-08
wait_t,1,6.382e-06
wait_t,1,9.21e-07
wait_t,1,5.51e-07
wait_t,1,6.11e-07
mata_t,133,9e-08
data_t,20480,4.41e-07
mata_t,133,8e-08
data_t,20480,4e-08
mata_t,134,8e-08
data_t,20480,4e-08
mata_t,134,8.1e-08
data_t,20480,3e-08
wait_t,1,6.572e-06
wait_t,1,7.11e-07
wait_t,1,5.71e-07
wait_t,1,8.41e-07
mata_t,133,1e-07
data_t,20480,5.31e-07
mata_t,133,9e-08
data_t,20480,1.2e-07
mata_t,133,8e-08
data_t,20480,4e-08
mata_t,133,9e-08
data_t,20480,1.2e-07
wait_t,1,3.546e-06
wait_t,1,7.51e-07
wait_t,1,4.3e-07
wait_t,1,3.51e-07
mata_t,132,1e-07
data_t,20480,2.4e-07
mata_t,133,8e-08
data_t,20480,1.3e-07
mata_t,132,1.5e-07
data_t,20480,4e-08
mata_t,133,8e-08
data_t,20480,3e-08
wait_t,1,6.792e-06
wait_t,1,1.112e-06
wait_t,1,6.71e-07
wait_t,1,7.01e-07
