push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1258743.276226573, 1258743.27625677, 3.0357157811522484e-05, 272, 20480]"
"['push', 94, 1258743.308029316, 1258743.308039265, 1.0099029168486595e-05, 272, 20480]"
"['push', 188, 1258743.340030073, 1258743.340040081, 1.0129064321517944e-05, 272, 20480]"
"['push', 282, 1258743.372021321, 1258743.372030739, 9.528128430247307e-06, 272, 20480]"
"['push', 376, 1258743.408134967, 1258743.408145016, 1.0228948667645454e-05, 272, 20480]"
"['push', 470, 1258743.440001721, 1258743.440010718, 9.066890925168991e-06, 272, 20480]"
"['push', 564, 1258743.471997188, 1258743.472006064, 8.946983143687248e-06, 272, 20480]"
"['push', 658, 1258743.508005205, 1258743.508014452, 9.316951036453247e-06, 272, 20480]"
"['push', 752, 1258743.519988403, 1258743.519997992, 9.699026122689247e-06, 272, 20480]"
"['push', 846, 1258743.551965946, 1258743.551974833, 8.967006579041481e-06, 272, 20480]"
"['push', 940, 1258743.576571247, 1258743.576579943, 8.765840902924538e-06, 272, 20480]"
"['push', 1034, 1258743.587970447, 1258743.587979283, 8.89599323272705e-06, 272, 20480]"
"['push', 1128, 1258743.619970331, 1258743.619979028, 8.78702849149704e-06, 272, 20480]"
"['push', 1222, 1258743.651968653, 1258743.651976919, 8.375849574804306e-06, 272, 20480]"
"['push', 1316, 1258743.676618547, 1258743.676626672, 8.204951882362366e-06, 272, 20480]"
"['push', 1410, 1258743.687970839, 1258743.687979325, 8.617062121629715e-06, 272, 20480]"
"['push', 1, 1258743.719971476, 1258743.719981034, 9.658047929406166e-06, 272, 20480]"
"['push', 95, 1258743.751970548, 1258743.751979164, 8.716946467757225e-06, 272, 20480]"
"['push', 189, 1258743.776675656, 1258743.776684122, 8.556991815567017e-06, 272, 20480]"
"['push', 283, 1258743.787972504, 1258743.78798097, 8.546048775315285e-06, 272, 20480]"
"['push', 377, 1258743.819960146, 1258743.819968471, 8.384929969906807e-06, 272, 20480]"
"['push', 471, 1258743.851976341, 1258743.851984937, 8.68597999215126e-06, 272, 20480]"
"['push', 565, 1258743.876728408, 1258743.876736924, 8.585862815380096e-06, 272, 20480]"
"['push', 659, 1258743.887959191, 1258743.887967476, 8.364906534552574e-06, 272, 20480]"
"['push', 753, 1258743.919973142, 1258743.919981257, 8.174916729331017e-06, 272, 20480]"
"['push', 847, 1258743.951971284, 1258743.95197997, 8.755829185247421e-06, 272, 20480]"
"['push', 941, 1258743.976781168, 1258743.976789745, 8.64686444401741e-06, 272, 20480]"
"['push', 1035, 1258743.98796846, 1258743.987977046, 8.68597999215126e-06, 272, 20480]"
"['push', 1129, 1258744.027960834, 1258744.027969781, 9.016832336783409e-06, 272, 20480]"
"['push', 1223, 1258744.039971595, 1258744.039980171, 8.656177669763565e-06, 272, 20480]"
"['push', 1317, 1258744.071977641, 1258744.071986448, 8.906936272978783e-06, 272, 20480]"
"['push', 1411, 1258744.107960762, 1258744.107969718, 9.047100320458412e-06, 272, 20480]"
"['push', 2, 1258744.139964944, 1258744.139975084, 1.0230112820863724e-05, 272, 20480]"
"['push', 96, 1258744.171968015, 1258744.171976551, 8.627073839306831e-06, 272, 20480]"
"['push', 190, 1258744.207972385, 1258744.207981182, 8.876901119947433e-06, 272, 20480]"
"['push', 284, 1258744.219957899, 1258744.219966194, 8.354894816875458e-06, 272, 20480]"
"['push', 378, 1258744.251959256, 1258744.251967682, 8.506001904606819e-06, 272, 20480]"
"['push', 472, 1258744.276934403, 1258744.276942698, 8.394941687583923e-06, 272, 20480]"
"['push', 566, 1258744.287964057, 1258744.287972753, 8.78702849149704e-06, 272, 20480]"
"['push', 660, 1258744.319956808, 1258744.319965084, 8.37608240544796e-06, 272, 20480]"
"['push', 754, 1258744.351962114, 1258744.351970429, 8.384929969906807e-06, 272, 20480]"
"['push', 848, 1258744.376985159, 1258744.376993405, 8.326023817062378e-06, 272, 20480]"
"['push', 942, 1258744.387955974, 1258744.387964279, 8.36583785712719e-06, 272, 20480]"
"['push', 1036, 1258744.41997794, 1258744.419986405, 8.536037057638168e-06, 272, 20480]"
"['push', 1130, 1258744.451965982, 1258744.451974759, 8.8568776845932e-06, 272, 20480]"
"['push', 1224, 1258744.477069189, 1258744.477077515, 8.415896445512772e-06, 272, 20480]"
"['push', 1318, 1258744.487957708, 1258744.487965994, 8.355826139450073e-06, 272, 20480]"
"['push', 1412, 1258744.519970988, 1258744.519979555, 8.647097274661064e-06, 272, 20480]"
"['push', 3, 1258744.551958841, 1258744.551967337, 8.556060492992401e-06, 272, 20480]"
"['push', 97, 1258744.577109257, 1258744.577119165, 9.988900274038315e-06, 272, 20480]"
"['push', 191, 1258744.587958231, 1258744.587966547, 8.395873010158539e-06, 272, 20480]"
"['push', 285, 1258744.619962855, 1258744.619971221, 8.44593159854412e-06, 272, 20480]"
"['push', 379, 1258744.651964563, 1258744.65197357, 9.097158908843994e-06, 272, 20480]"
"['push', 473, 1258744.677153001, 1258744.677161326, 8.415896445512772e-06, 272, 20480]"
"['push', 567, 1258744.687961449, 1258744.687969775, 8.396105840802193e-06, 272, 20480]"
"['push', 661, 1258744.719963308, 1258744.719971794, 8.576083928346634e-06, 272, 20480]"
"['push', 755, 1258744.75196712, 1258744.751975365, 8.325092494487762e-06, 272, 20480]"
"['push', 849, 1258744.777207465, 1258744.77721574, 8.356058970093727e-06, 272, 20480]"
"['push', 943, 1258744.787958625, 1258744.787966911, 8.336035534739494e-06, 272, 20480]"
"['push', 1037, 1258744.819959763, 1258744.819968319, 8.626142516732216e-06, 272, 20480]"
