type,index,start,stop,duration,metadata_size,data_size
push,0,1263352.811906261,1263352.811969589,6.345915608108044e-05,184,20540
push,94,1263353.412040348,1263353.412076767,3.660912625491619e-05,184,20548
push,188,1263354.012141395,1263354.012155291,1.4056218788027763e-05,184,20548
push,282,1263354.612218175,1263354.612231249,1.3225013390183449e-05,184,20548
push,376,1263355.212293903,1263355.212308401,1.4647841453552246e-05,184,20548
push,470,1263355.812370484,1263355.812381274,1.0940013453364372e-05,184,20548
push,564,1263356.412443938,1263356.412459778,1.600012183189392e-05,184,20548
push,658,1263357.012531138,1263357.012552258,2.1349871531128883e-05,184,20548
push,752,1263357.612619541,1263357.612635611,1.6250181943178177e-05,184,20548
push,846,1263358.212698956,1263358.212713623,1.4798017218708992e-05,184,20548
push,940,1263358.812776287,1263358.812789382,1.3244803994894028e-05,184,20548
push,1034,1263359.412852216,1263359.41287003,1.7974060028791428e-05,184,20548
push,1128,1263360.012932183,1263360.012946409,1.4417106285691261e-05,184,20548
push,1222,1263360.613009775,1263360.613021777,1.2103002518415451e-05,184,20548
push,1316,1263361.213083159,1263361.213096294,1.3235025107860565e-05,184,20548
push,1410,1263361.813164007,1263361.813177122,1.3215001672506332e-05,184,20548
push,1,1263362.413239265,1263362.413257679,1.8524006009101868e-05,184,20548
push,95,1263363.01331833,1263363.013331234,1.2984033674001694e-05,184,20548
push,189,1263363.613392866,1263363.613407313,1.4588003978133202e-05,184,20548
push,283,1263364.213469446,1263364.213482441,1.3085082173347473e-05,184,20548
push,377,1263364.813543852,1263364.813561325,1.7573125660419464e-05,184,20548
push,471,1263365.413625883,1263365.413641712,1.5980098396539688e-05,184,20548
push,565,1263366.013704166,1263366.013717421,1.3394979760050774e-05,184,20548
push,659,1263366.613779825,1263366.613794041,1.4326069504022598e-05,184,20548
push,753,1263367.213855112,1263367.213870231,1.5208963304758072e-05,184,20548
push,847,1263367.813933746,1263367.8139463,1.265411265194416e-05,184,20548
push,941,1263368.414008312,1263368.414022118,1.3906974345445633e-05,184,20548
push,1035,1263369.014084021,1263369.014099039,1.5108846127986908e-05,184,20548
push,1129,1263369.614161743,1263369.614177814,1.6161007806658745e-05,184,20548
push,1223,1263370.21424729,1263370.214261317,1.4137011021375656e-05,184,20548
push,1317,1263370.814324271,1263370.814336905,1.2733973562717438e-05,184,20548
push,1411,1263371.414398236,1263371.414413275,1.5119090676307678e-05,184,20548
push,2,1263372.014477562,1263372.014495415,1.7963116988539696e-05,184,20548
push,96,1263372.614558009,1263372.614577095,1.9195955246686935e-05,184,20548
push,190,1263373.214638296,1263373.214653214,1.5049008652567863e-05,184,20548
push,284,1263373.814715468,1263373.814729624,1.42659991979599e-05,184,20548
push,378,1263374.414791196,1263374.41480399,1.2884149327874184e-05,184,20548
push,472,1263375.014865863,1263375.014881382,1.5699071809649467e-05,184,20548
push,566,1263375.614943074,1263375.614958453,1.5488825738430023e-05,184,20548
push,660,1263376.215021273,1263376.215033115,1.1982163414359093e-05,184,20548
push,754,1263376.815096176,1263376.815111885,1.580989919602871e-05,184,20548
push,848,1263377.415173634,1263377.415189213,1.57100148499012e-05,184,20548
push,942,1263378.015252565,1263378.015268114,1.5659024938941002e-05,184,20548
push,1036,1263378.615329692,1263378.615343618,1.4087185263633728e-05,184,20548
push,1130,1263379.215407301,1263379.215427018,1.9866973161697388e-05,184,20548
push,1224,1263379.815493385,1263379.81550655,1.326482743024826e-05,184,20548
push,1318,1263380.415568028,1263380.415578958,1.1040829122066498e-05,184,20548
