type,size,duration
wait_t,1,4.10223
wait_t,1,0.00716181
wait_t,1,0.0293495
wait_t,1,0.0319894
mata_t,133,6e-08
data_t,10240,1.573e-06
mata_t,132,1.272e-06
data_t,10240,1.5e-07
mata_t,133,7e-08
data_t,10240,7.1e-08
mata_t,132,8e-08
data_t,10240,8.1e-08
wait_t,1,3.697e-06
wait_t,1,2.334e-06
wait_t,1,9.02e-07
wait_t,1,5.61e-07
mata_t,132,1.2e-07
data_t,10240,2.2e-07
mata_t,132,6e-08
data_t,10240,2.7e-07
mata_t,131,7e-08
data_t,10240,5.1e-08
mata_t,132,6e-08
data_t,10240,6e-08
wait_t,1,5.08e-06
wait_t,1,6.81e-07
wait_t,1,3.11e-07
wait_t,1,7.31e-07
mata_t,133,1e-07
data_t,10240,3.61e-07
mata_t,132,5e-08
data_t,10240,1e-07
mata_t,133,6e-08
data_t,10240,6e-08
mata_t,133,7e-08
data_t,10240,1.5e-07
wait_t,1,5.531e-06
wait_t,1,6.61e-07
wait_t,1,7.81e-07
wait_t,1,3.61e-07
mata_t,133,7e-08
data_t,10240,3.61e-07
mata_t,134,6e-08
data_t,10240,2.6e-07
mata_t,134,5e-08
data_t,10240,1.2e-07
mata_t,134,7e-08
data_t,10240,1.21e-07
wait_t,1,5.48e-06
wait_t,1,1.062e-06
wait_t,1,8.32e-07
wait_t,1,9.62e-07
mata_t,133,1.1e-07
data_t,10240,2.31e-07
mata_t,133,4e-08
data_t,10240,2.4e-07
mata_t,134,6e-08
data_t,10240,6e-08
mata_t,133,7e-08
data_t,10240,6e-08
wait_t,1,3.898e-06
wait_t,1,9.42e-07
wait_t,1,5.31e-07
wait_t,1,8.62e-07
mata_t,133,9e-08
data_t,10240,3.5e-07
mata_t,133,6e-08
data_t,10240,2.41e-07
mata_t,133,7e-08
data_t,10240,2.3e-07
mata_t,133,6e-08
data_t,10240,1.3e-07
wait_t,1,6.341e-06
wait_t,1,7.32e-07
wait_t,1,5.61e-07
wait_t,1,3.7e-07
mata_t,133,9.1e-08
data_t,10240,5.31e-07
mata_t,133,5e-08
data_t,10240,2.41e-07
mata_t,133,5e-08
data_t,10240,1.3e-07
mata_t,134,5e-08
data_t,10240,2.21e-07
wait_t,1,6.021e-06
wait_t,1,1.142e-06
wait_t,1,8.12e-07
wait_t,1,9.41e-07
mata_t,133,1e-07
data_t,10240,5.91e-07
mata_t,133,8e-08
data_t,10240,2.41e-07
mata_t,134,8e-08
data_t,10240,1.3e-07
mata_t,134,7e-08
data_t,10240,1.41e-07
wait_t,1,5.841e-06
wait_t,1,5.71e-07
wait_t,1,4.91e-07
wait_t,1,9.31e-07
mata_t,133,8e-08
data_t,10240,6.11e-07
mata_t,133,1e-07
data_t,10240,2.21e-07
mata_t,133,8e-08
data_t,10240,2.3e-07
mata_t,133,6e-08
data_t,10240,1.31e-07
wait_t,1,2.445e-06
wait_t,1,4.3e-07
wait_t,1,3.41e-07
wait_t,1,3.61e-07
mata_t,132,1.1e-07
data_t,10240,2.9e-07
mata_t,133,4e-08
data_t,10240,1.51e-07
mata_t,132,6e-08
data_t,10240,2.21e-07
mata_t,133,6e-08
data_t,10240,1.2e-07
wait_t,1,4.548e-06
wait_t,1,7.62e-07
wait_t,1,3.61e-07
wait_t,1,4.51e-07
mata_t,132,9.1e-08
data_t,10240,4.31e-07
mata_t,133,7e-08
data_t,10240,1.3e-07
mata_t,133,8e-08
data_t,10240,7e-08
mata_t,134,5.1e-08
data_t,10240,5e-08
wait_t,1,5.38e-06
wait_t,1,5.81e-07
wait_t,1,5.81e-07
wait_t,1,7.92e-07
mata_t,133,8e-08
data_t,10240,6.01e-07
mata_t,132,6e-08
data_t,10240,2.5e-07
mata_t,133,6e-08
data_t,10240,1.3e-07
mata_t,134,7e-08
data_t,10240,2.1e-07
wait_t,1,4.538e-06
wait_t,1,4.51e-07
wait_t,1,6.01e-07
wait_t,1,5.51e-07
mata_t,133,8e-08
data_t,10240,3.51e-07
mata_t,133,5.1e-08
data_t,10240,6e-08
mata_t,134,8e-08
data_t,10240,6e-08
mata_t,133,5e-08
data_t,10240,1.41e-07
wait_t,1,3.377e-06
wait_t,1,1.042e-06
wait_t,1,6.41e-07
wait_t,1,4.31e-07
mata_t,133,1e-07
data_t,10240,3.6e-07
mata_t,133,5e-08
data_t,10240,4.61e-07
mata_t,133,6e-08
data_t,10240,1.2e-07
mata_t,133,6.1e-08
data_t,10240,1.4e-07
wait_t,1,6.302e-06
wait_t,1,9.62e-07
wait_t,1,5.51e-07
wait_t,1,9.31e-07
mata_t,133,1.61e-07
data_t,10240,5.01e-07
mata_t,133,6e-08
data_t,10240,8e-08
mata_t,133,6e-08
data_t,10240,1.2e-07
mata_t,134,6e-08
