push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1258447.05986022, 1258447.059890608, 3.059813752770424e-05, 272, 20480]"
"['push', 94, 1258447.091657582, 1258447.091668011, 1.0529067367315292e-05, 272, 20480]"
"['push', 188, 1258447.123650921, 1258447.12366059, 9.798910468816757e-06, 272, 20480]"
"['push', 282, 1258447.15564349, 1258447.155652577, 9.188195690512657e-06, 272, 20480]"
"['push', 376, 1258447.1916508, 1258447.191660479, 9.799143299460411e-06, 272, 20480]"
"['push', 470, 1258447.223636606, 1258447.223645553, 9.056879207491875e-06, 272, 20480]"
"['push', 564, 1258447.255637751, 1258447.255646538, 8.867122232913971e-06, 272, 20480]"
"['push', 658, 1258447.291644821, 1258447.291654048, 9.307172149419785e-06, 272, 20480]"
"['push', 752, 1258447.303629204, 1258447.303638721, 9.597977623343468e-06, 272, 20480]"
"['push', 846, 1258447.335608467, 1258447.335617243, 8.855946362018585e-06, 272, 20480]"
"['push', 940, 1258447.360214273, 1258447.360222939, 8.746050298213959e-06, 272, 20480]"
"['push', 1034, 1258447.371623301, 1258447.371632078, 8.877133950591087e-06, 272, 20480]"
"['push', 1128, 1258447.403612724, 1258447.40362131, 8.665956556797028e-06, 272, 20480]"
"['push', 1222, 1258447.435615552, 1258447.435624018, 8.556060492992401e-06, 272, 20480]"
"['push', 1316, 1258447.460261573, 1258447.460269789, 8.285976946353912e-06, 272, 20480]"
"['push', 1410, 1258447.471556797, 1258447.471565223, 8.597038686275482e-06, 272, 20480]","['flush_after', 1410, 1258447.471567157, 1258447.531453494, 0.05988679802976549, 4352, 327680]"
"['push', 1, 1258456.707691331, 1258456.707707882, 1.6732141375541687e-05, 272, 20480]"
"['push', 95, 1258456.736590203, 1258456.736599541, 9.43802297115326e-06, 272, 20480]"
"['push', 189, 1258456.767600471, 1258456.767609658, 9.288080036640167e-06, 272, 20480]"
"['push', 283, 1258456.799587679, 1258456.799596065, 8.465955033898354e-06, 272, 20480]"
"['push', 377, 1258456.831596178, 1258456.831605195, 9.09692607820034e-06, 272, 20480]"
"['push', 471, 1258456.867597297, 1258456.867605963, 8.755829185247421e-06, 272, 20480]"
"['push', 565, 1258456.87557885, 1258456.875587116, 8.356058970093727e-06, 272, 20480]"
"['push', 659, 1258456.907592248, 1258456.907600654, 8.495990186929703e-06, 272, 20480]"
"['push', 753, 1258456.936688632, 1258456.936697709, 9.146984666585922e-06, 272, 20480]"
"['push', 847, 1258456.967601707, 1258456.967610363, 8.746050298213959e-06, 272, 20480]"
"['push', 941, 1258457.00360041, 1258457.003609067, 8.736969903111458e-06, 272, 20480]"
"['push', 1035, 1258457.035579504, 1258457.03558786, 8.44593159854412e-06, 272, 20480]"
"['push', 1129, 1258457.079597753, 1258457.079606249, 8.576083928346634e-06, 272, 20480]"
"['push', 1223, 1258457.095593942, 1258457.095602358, 8.495990186929703e-06, 272, 20480]"
"['push', 1317, 1258457.127601459, 1258457.127609945, 8.576083928346634e-06, 272, 20480]"
"['push', 1411, 1258457.147614243, 1258457.147622489, 8.336035534739494e-06, 272, 20480]","['flush_after', 1411, 1258457.147624142, 1258457.227452349, 0.07982842810451984, 4352, 327680]"
"['push', 2, 1258466.363693192, 1258466.363710074, 1.6982201486825943e-05, 272, 20480]"
"['push', 96, 1258466.371596167, 1258466.371605154, 9.067822247743607e-06, 272, 20480]"
