type,projection_id,start,stop,duration,metadata_size,data_size
push,0,2554875.432523678,2554875.432544417,2.0958948880434036e-05,272,10240
push,0,2554875.432548815,2554875.432555738,7.052905857563019e-06,272,10240
push,94,2554875.4327212,2554875.432729856,8.766073733568192e-06,272,10240
push,94,2554875.43273181,2554875.432736098,4.398170858621597e-06,272,10240
flush_after,94,2554875.432737871,2554875.479957732,0.04722023103386164,1088,40960
push,188,2554875.480126008,2554875.480135596,9.709037840366364e-06,272,10240
push,188,2554875.480139504,2554875.480144964,5.609821528196335e-06,272,10240
push,282,2554875.480289165,2554875.48029682,7.795169949531555e-06,272,10240
push,282,2554875.480298233,2554875.48030236,4.226807504892349e-06,272,10240
flush_after,282,2554875.480303593,2554875.527953834,0.047650622203946114,1088,40960
push,376,2554875.52810565,2554875.528114496,8.905772119760513e-06,272,10240
push,376,2554875.528115658,2554875.528120097,4.5388005673885345e-06,272,10240
push,470,2554875.528241435,2554875.528248348,6.983056664466858e-06,272,10240
push,470,2554875.528249641,2554875.528253568,4.017259925603867e-06,272,10240
flush_after,470,2554875.5282546,2554875.571953444,0.04369913414120674,1088,40960
push,564,2554875.572110519,2554875.572119577,9.158160537481308e-06,272,10240
push,564,2554875.572120849,2554875.572125057,4.298053681850433e-06,272,10240
push,658,2554875.572260191,2554875.572267625,7.493887096643448e-06,272,10240
push,658,2554875.572268837,2554875.572273025,4.308763891458511e-06,272,10240
flush_after,658,2554875.572274057,2554875.619953012,0.04767928598448634,1088,40960
push,752,2554875.620096662,2554875.620105289,8.716713637113571e-06,272,10240
push,752,2554875.620106491,2554875.620110909,4.5280903577804565e-06,272,10240
push,846,2554875.620224052,2554875.620230955,6.983056664466858e-06,272,10240
push,846,2554875.620232117,2554875.620236135,4.088040441274643e-06,272,10240
flush_after,846,2554875.620236966,2554875.663952752,0.04371607722714543,1088,40960
push,940,2554875.664093347,2554875.664102073,8.82614403963089e-06,272,10240
push,940,2554875.664103376,2554875.664107884,4.577916115522385e-06,272,10240
push,1034,2554875.664221207,2554875.664228191,7.073860615491867e-06,272,10240
push,1034,2554875.664229373,2554875.66423332,4.036817699670792e-06,272,10240
flush_after,1034,2554875.664234272,2554875.711955507,0.047721534967422485,1088,40960
push,1128,2554875.712098336,2554875.712106722,8.455943316221237e-06,272,10240
push,1128,2554875.712107834,2554875.712112072,4.327856004238129e-06,272,10240
push,1222,2554875.712229162,2554875.712236486,7.413793355226517e-06,272,10240
push,1222,2554875.712237708,2554875.712241565,3.927387297153473e-06,272,10240
flush_after,1222,2554875.712242477,2554875.755952893,0.043710696045309305,1088,40960
push,1316,2554875.756093447,2554875.756102033,8.64686444401741e-06,272,10240
push,1316,2554875.756103236,2554875.756107654,4.527624696493149e-06,272,10240
push,1410,2554875.756218964,2554875.756225756,6.8624503910541534e-06,272,10240
push,1410,2554875.756226969,2554875.756231237,4.3781474232673645e-06,272,10240
flush_after,1410,2554875.756232228,2554875.80395728,0.04772532172501087,1088,40960
push,1,2554875.804097574,2554875.80410606,8.545815944671631e-06,272,10240
push,1,2554875.804107152,2554875.80411126,4.197936505079269e-06,272,10240
push,95,2554875.804223411,2554875.804230394,7.0533715188503265e-06,272,10240
push,95,2554875.804231596,2554875.804235684,4.157889634370804e-06,272,10240
flush_after,95,2554875.804236555,2554875.847954285,0.04371797991916537,1088,40960
push,189,2554875.848089069,2554875.848097434,8.445698767900467e-06,272,10240
push,189,2554875.848098637,2554875.848102754,4.188157618045807e-06,272,10240
push,283,2554875.848218222,2554875.848225285,7.12275505065918e-06,272,10240
push,283,2554875.848226547,2554875.848230645,4.168134182691574e-06,272,10240
flush_after,283,2554875.848231567,2554875.895954504,0.047723228111863136,1088,40960
push,377,2554875.896092564,2554875.89610117,8.686911314725876e-06,272,10240
push,377,2554875.896102373,2554875.896110959,8.695758879184723e-06,272,10240
push,471,2554875.896221888,2554875.8962285,6.692018359899521e-06,272,10240
push,471,2554875.896229692,2554875.896233469,3.898050636053085e-06,272,10240
flush_after,471,2554875.896234361,2554875.939952682,0.04371863091364503,1088,40960
push,565,2554875.940087115,2554875.940095721,8.656177669763565e-06,272,10240
push,565,2554875.940096893,2554875.940101151,4.318077117204666e-06,272,10240
push,659,2554875.940209114,2554875.940215516,6.472226232290268e-06,272,10240
push,659,2554875.940216658,2554875.940220576,4.007946699857712e-06,272,10240
flush_after,659,2554875.940221528,2554875.987953272,0.04773202491924167,1088,40960
push,753,2554875.988089629,2554875.988098035,8.48621129989624e-06,272,10240
push,753,2554875.988099127,2554875.988103224,4.197936505079269e-06,272,10240
push,847,2554875.98821255,2554875.988219333,6.8927183747291565e-06,272,10240
push,847,2554875.988220635,2554875.988224383,3.8282014429569244e-06,272,10240
flush_after,847,2554875.988225404,2554876.043955101,0.055729986634105444,1088,40960
push,941,2554876.044102508,2554876.044111315,8.906703442335129e-06,272,10240
push,941,2554876.044112477,2554876.044116976,4.578847438097e-06,272,10240
push,1035,2554876.044228435,2554876.044235298,6.952788680791855e-06,272,10240
push,1035,2554876.04423648,2554876.044240728,4.329252988100052e-06,272,10240
flush_after,1035,2554876.044244656,2554876.055965115,0.011720729060471058,1088,40960
push,1129,2554876.056099107,2554876.056107843,8.827075362205505e-06,272,10240
push,1129,2554876.056108996,2554876.056113254,4.338100552558899e-06,272,10240
push,1223,2554876.056226537,2554876.0562337,7.252674549818039e-06,272,10240
push,1223,2554876.056235013,2554876.05623896,4.016794264316559e-06,272,10240
flush_after,1223,2554876.056239842,2554876.103955836,0.047716225031763315,1088,40960
push,1317,2554876.104093315,2554876.104101891,8.67573544383049e-06,272,10240
push,1317,2554876.104103073,2554876.104107361,4.37907874584198e-06,272,10240
push,1411,2554876.104216557,2554876.10422341,6.943009793758392e-06,272,10240
push,1411,2554876.104224542,2554876.104228559,4.117842763662338e-06,272,10240
flush_after,1411,2554876.104229431,2554876.15195274,0.047723558731377125,1088,40960
push,2,2554876.152091551,2554876.152100117,8.645933121442795e-06,272,10240
push,2,2554876.152101209,2554876.152105347,4.197936505079269e-06,272,10240
push,96,2554876.152216456,2554876.152223419,7.084105163812637e-06,272,10240
push,96,2554876.152224531,2554876.152228288,3.8282014429569244e-06,272,10240
flush_after,96,2554876.15222911,2554876.195953222,0.04372435202822089,1088,40960
push,190,2554876.1960905,2554876.196099286,8.876901119947433e-06,272,10240
push,190,2554876.196100358,2554876.196104396,4.108063876628876e-06,272,10240
push,284,2554876.196214163,2554876.196220955,6.862916052341461e-06,272,10240
push,284,2554876.196222138,2554876.196226215,4.1369348764419556e-06,272,10240
flush_after,284,2554876.196227057,2554876.243952679,0.04772591311484575,1088,40960
push,378,2554876.244094556,2554876.244102982,8.495990186929703e-06,272,10240
push,378,2554876.244104054,2554876.244108182,4.178378731012344e-06,272,10240
push,472,2554876.244218169,2554876.244225172,7.093418389558792e-06,272,10240
push,472,2554876.244226364,2554876.244230252,3.987923264503479e-06,272,10240
flush_after,472,2554876.244231093,2554876.28795264,0.04372178763151169,1088,40960
push,566,2554876.288090239,2554876.288098705,8.536037057638168e-06,272,10240
push,566,2554876.288099867,2554876.288103895,4.108063876628876e-06,272,10240
push,660,2554876.288209453,2554876.288216346,6.963964551687241e-06,272,10240
push,660,2554876.288217458,2554876.288221566,4.168134182691574e-06,272,10240
flush_after,660,2554876.288222418,2554876.335953501,0.04773134272545576,1088,40960
push,754,2554876.336087022,2554876.336095468,8.525792509317398e-06,272,10240
push,754,2554876.33609659,2554876.336100738,4.237983375787735e-06,272,10240
push,848,2554876.336208831,2554876.336215684,6.932765245437622e-06,272,10240
push,848,2554876.336216816,2554876.336220754,4.017725586891174e-06,272,10240
flush_after,848,2554876.336221635,2554876.37995272,0.043731275014579296,1088,40960
push,942,2554876.380088405,2554876.380096971,8.63661989569664e-06,272,10240
push,942,2554876.380098134,2554876.380107882,9.85804945230484e-06,272,10240
push,1036,2554876.380236053,2554876.380243988,8.034985512495041e-06,272,10240
push,1036,2554876.38024521,2554876.380249378,4.227738827466965e-06,272,10240
flush_after,1036,2554876.38025025,2554876.427954102,0.047704172786325216,1088,40960
push,1130,2554876.428090819,2554876.428099566,8.826609700918198e-06,272,10240
push,1130,2554876.428100698,2554876.428104876,4.237983375787735e-06,272,10240
push,1224,2554876.42821313,2554876.428219892,6.871763616800308e-06,272,10240
push,1224,2554876.428221014,2554876.428224791,3.837980329990387e-06,272,10240
flush_after,1224,2554876.428225663,2554876.47195279,0.04372739791870117,1088,40960
push,1318,2554876.472087404,2554876.4720959,8.575618267059326e-06,272,10240
push,1318,2554876.472097052,2554876.47210116,4.168134182691574e-06,272,10240
push,1412,2554876.472208041,2554876.472214453,6.491784006357193e-06,272,10240
push,1412,2554876.472215575,2554876.472220013,4.507601261138916e-06,272,10240
flush_after,1412,2554876.472220875,2554876.539949725,0.0677290903404355,1088,40960
push,3,2554876.540093936,2554876.540102612,8.767005056142807e-06,272,10240
push,3,2554876.540103775,2554876.540118252,1.4557037502527237e-05,272,10240
