push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1263467.048429573, 1263467.048460871, 3.158906474709511e-05, 272, 20480]"
"['push', 94, 1263467.080228868, 1263467.080238947, 1.0200077667832375e-05, 272, 20480]"
"['push', 188, 1263467.112225174, 1263467.112235132, 1.0068994015455246e-05, 272, 20480]"
"['push', 282, 1263467.144228713, 1263467.1442381, 9.517185389995575e-06, 272, 20480]"
"['push', 376, 1263467.180216632, 1263467.180226461, 9.958865121006966e-06, 272, 20480]"
"['push', 470, 1263467.212221514, 1263467.212231232, 9.787967428565025e-06, 272, 20480]"
"['push', 564, 1263467.244207911, 1263467.244217068, 9.217066690325737e-06, 272, 20480]"
"['push', 658, 1263467.280221298, 1263467.280230455, 9.236857295036316e-06, 272, 20480]"
"['push', 752, 1263467.292201973, 1263467.292211461, 9.597977623343468e-06, 272, 20480]"
"['push', 846, 1263467.324182439, 1263467.324190945, 8.58609564602375e-06, 272, 20480]"
"['push', 940, 1263467.348787364, 1263467.34879586, 8.585862815380096e-06, 272, 20480]"
"['push', 1034, 1263467.360193853, 1263467.360202399, 8.625909686088562e-06, 272, 20480]"
"['push', 1128, 1263467.392180951, 1263467.392189456, 8.585862815380096e-06, 272, 20480]"
"['push', 1222, 1263467.424194438, 1263467.424203866, 9.528128430247307e-06, 272, 20480]"
"['push', 1316, 1263467.448835312, 1263467.448843787, 8.566072210669518e-06, 272, 20480]"
"['push', 1410, 1263467.460189631, 1263467.460198168, 8.617062121629715e-06, 272, 20480]"
"['push', 1, 1263467.492206315, 1263467.492216294, 1.0068994015455246e-05, 272, 20480]"
"['push', 95, 1263467.524189365, 1263467.524198102, 8.816830813884735e-06, 272, 20480]"
"['push', 189, 1263467.548891554, 1263467.54890024, 8.786097168922424e-06, 272, 20480]"
"['push', 283, 1263467.560303121, 1263467.560311507, 8.485978469252586e-06, 272, 20480]"
"['push', 377, 1263467.592177558, 1263467.592186084, 8.615897968411446e-06, 272, 20480]"
"['push', 471, 1263467.624179885, 1263467.62418836, 8.556060492992401e-06, 272, 20480]"
"['push', 565, 1263467.648932808, 1263467.648941214, 8.485978469252586e-06, 272, 20480]"
"['push', 659, 1263467.660174928, 1263467.660183333, 8.495990186929703e-06, 272, 20480]"
