push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1263411.951768561, 1263411.951799649, 3.1227944418787956e-05, 272, 20480]"
"['push', 94, 1263411.983565678, 1263411.983575948, 1.0410090908408165e-05, 272, 20480]"
"['push', 188, 1263412.027572788, 1263412.027582255, 9.567942470312119e-06, 272, 20480]"
"['push', 282, 1263412.043564526, 1263412.043574164, 9.748153388500214e-06, 272, 20480]"
"['push', 376, 1263412.083552272, 1263412.0835619, 9.767943993210793e-06, 272, 20480]"
"['push', 470, 1263412.095550857, 1263412.095559423, 8.635921403765678e-06, 272, 20480]"
"['push', 564, 1263412.127549182, 1263412.127557878, 8.776085451245308e-06, 272, 20480]"
"['push', 658, 1263412.152089909, 1263412.152098776, 8.946983143687248e-06, 272, 20480]"
"['push', 752, 1263412.163543565, 1263412.163552672, 9.197043254971504e-06, 272, 20480]"
"['push', 846, 1263412.195518215, 1263412.195526751, 8.626142516732216e-06, 272, 20480]"
"['push', 940, 1263412.227529493, 1263412.22753849, 9.077135473489761e-06, 272, 20480]"
"['push', 1034, 1263412.252121597, 1263412.252130163, 8.635921403765678e-06, 272, 20480]"
"['push', 1128, 1263412.263532182, 1263412.263540808, 8.71601514518261e-06, 272, 20480]"
"['push', 1222, 1263412.295529985, 1263412.295538721, 8.816830813884735e-06, 272, 20480]"
"['push', 1316, 1263412.32752831, 1263412.327536876, 8.645933121442795e-06, 272, 20480]"
"['push', 1410, 1263412.352175426, 1263412.352184042, 8.706934750080109e-06, 272, 20480]"
"['push', 1, 1263412.363529345, 1263412.363539153, 9.899027645587921e-06, 272, 20480]"
"['push', 95, 1263412.395638006, 1263412.395646712, 8.78586433827877e-06, 272, 20480]"
"['push', 189, 1263412.427515013, 1263412.427523309, 8.396105840802193e-06, 272, 20480]"
"['push', 283, 1263412.452220519, 1263412.452229205, 8.765840902924538e-06, 272, 20480]"
"['push', 377, 1263412.463508735, 1263412.463517291, 8.636154234409332e-06, 272, 20480]"
"['push', 471, 1263412.495519853, 1263412.495528629, 8.855946362018585e-06, 272, 20480]"
"['push', 565, 1263412.515516607, 1263412.515525133, 8.60588625073433e-06, 272, 20480]"
"['push', 659, 1263412.531508044, 1263412.53151656, 8.585862815380096e-06, 272, 20480]"
"['push', 753, 1263412.552271984, 1263412.552280289, 8.394941687583923e-06, 272, 20480]"
"['push', 847, 1263412.567521312, 1263412.567529378, 8.16606916487217e-06, 272, 20480]"
"['push', 941, 1263412.59951577, 1263412.599524085, 8.375849574804306e-06, 272, 20480]"
"['push', 1035, 1263412.631523131, 1263412.631531336, 8.285045623779297e-06, 272, 20480]"
"['push', 1129, 1263412.652315393, 1263412.652323769, 8.465955033898354e-06, 272, 20480]"
"['push', 1223, 1263412.667515049, 1263412.667523565, 8.596107363700867e-06, 272, 20480]"
"['push', 1317, 1263412.699520617, 1263412.699529634, 9.106937795877457e-06, 272, 20480]"
"['push', 1411, 1263412.731507931, 1263412.731516166, 8.325092494487762e-06, 272, 20480]"
"['push', 2, 1263412.7523729, 1263412.752382848, 1.0048039257526398e-05, 272, 20480]"
"['push', 96, 1263412.767508956, 1263412.767517532, 8.666189387440681e-06, 272, 20480]"
"['push', 190, 1263412.799514955, 1263412.799523922, 9.057112038135529e-06, 272, 20480]"
"['push', 284, 1263412.831507749, 1263412.831516355, 8.68597999215126e-06, 272, 20480]"
"['push', 378, 1263412.852424635, 1263412.852433171, 8.615897968411446e-06, 272, 20480]"
"['push', 472, 1263412.867504085, 1263412.867512571, 8.57701525092125e-06, 272, 20480]"
"['push', 566, 1263412.899511547, 1263412.899520153, 8.696923032402992e-06, 272, 20480]"
"['push', 660, 1263412.931502968, 1263412.931511354, 8.47596675157547e-06, 272, 20480]"
"['push', 754, 1263412.952478684, 1263412.9524871, 8.516013622283936e-06, 272, 20480]"
"['push', 848, 1263412.967504445, 1263412.9675129, 8.536037057638168e-06, 272, 20480]"
"['push', 942, 1263412.987530804, 1263412.98753922, 8.495990186929703e-06, 272, 20480]"
"['push', 1036, 1263413.003522802, 1263413.003531559, 8.827075362205505e-06, 272, 20480]"
"['push', 1130, 1263413.035529332, 1263413.03553888, 9.628012776374817e-06, 272, 20480]"
"['push', 1224, 1263413.067506787, 1263413.067515363, 8.677132427692413e-06, 272, 20480]"
"['push', 1318, 1263413.131503136, 1263413.131511782, 8.71601514518261e-06, 272, 20480]"
"['push', 1412, 1263413.152589248, 1263413.152597694, 8.516013622283936e-06, 272, 20480]"
"['push', 3, 1263413.167504892, 1263413.167513528, 8.716946467757225e-06, 272, 20480]"
"['push', 97, 1263413.199501844, 1263413.19951005, 8.27619805932045e-06, 272, 20480]"
"['push', 191, 1263413.231508484, 1263413.231516639, 8.224975317716599e-06, 272, 20480]"
"['push', 285, 1263413.25264428, 1263413.252652836, 8.635921403765678e-06, 272, 20480]"
"['push', 379, 1263413.267505542, 1263413.267514058, 8.606119081377983e-06, 272, 20480]"
"['push', 473, 1263413.299502214, 1263413.299510439, 8.27503390610218e-06, 272, 20480]"
"['push', 567, 1263413.331505988, 1263413.331514925, 9.02707688510418e-06, 272, 20480]"
"['push', 661, 1263413.352703839, 1263413.352712516, 8.767005056142807e-06, 272, 20480]"
"['push', 755, 1263413.367503747, 1263413.367512203, 8.535804226994514e-06, 272, 20480]"
"['push', 849, 1263413.399511249, 1263413.399519945, 8.78586433827877e-06, 272, 20480]"
"['push', 943, 1263413.43150291, 1263413.431511276, 8.455943316221237e-06, 272, 20480]"
"['push', 1037, 1263413.45275319, 1263413.452761506, 8.386094123125076e-06, 272, 20480]"
"['push', 1131, 1263413.467503776, 1263413.467512342, 8.635921403765678e-06, 272, 20480]"
"['push', 1225, 1263413.499504966, 1263413.499513752, 8.89599323272705e-06, 272, 20480]"
"['push', 1319, 1263413.531506796, 1263413.531515322, 8.6161307990551e-06, 272, 20480]"
"['push', 1413, 1263413.552772465, 1263413.55278064, 8.265022188425064e-06, 272, 20480]","['flush_after', 1413, 1263413.552782544, 1263413.631366131, 0.0785839781165123, 17408, 1310720]"
"['push', 4, 1263450.40761971, 1263450.407636281, 1.67209655046463e-05, 272, 20480]"
"['push', 98, 1263450.439499892, 1263450.439508708, 8.916016668081284e-06, 272, 20480]"
"['push', 192, 1263450.479497487, 1263450.479506213, 8.79610888659954e-06, 272, 20480]"
"['push', 286, 1263450.491493085, 1263450.49150144, 8.456176146864891e-06, 272, 20480]"
"['push', 380, 1263450.523491858, 1263450.523500785, 9.017065167427063e-06, 272, 20480]"
"['push', 474, 1263450.551474329, 1263450.551482955, 8.706934750080109e-06, 272, 20480]"
"['push', 568, 1263450.583492309, 1263450.583501125, 8.885981515049934e-06, 272, 20480]"
"['push', 662, 1263450.615487015, 1263450.61549529, 8.344883099198341e-06, 272, 20480]"
"['push', 756, 1263450.647488724, 1263450.647498212, 9.567942470312119e-06, 272, 20480]"
"['push', 850, 1263450.683496687, 1263450.683505273, 8.68597999215126e-06, 272, 20480]"
"['push', 944, 1263450.695490912, 1263450.695499688, 8.845934644341469e-06, 272, 20480]"
"['push', 1038, 1263450.72749201, 1263450.727500265, 8.345115929841995e-06, 272, 20480]"
"['push', 1132, 1263450.751550541, 1263450.751558847, 8.385861292481422e-06, 272, 20480]"
"['push', 1226, 1263450.763491096, 1263450.763499171, 8.174916729331017e-06, 272, 20480]"
"['push', 1320, 1263450.795486293, 1263450.795494578, 8.385861292481422e-06, 272, 20480]"
"['push', 1414, 1263450.827488723, 1263450.827497309, 8.667120710015297e-06, 272, 20480]"
"['push', 5, 1263450.851601687, 1263450.851610744, 9.12696123123169e-06, 272, 20480]"
"['push', 99, 1263450.863486206, 1263450.863494512, 8.396105840802193e-06, 272, 20480]"
"['push', 193, 1263450.895488286, 1263450.895496561, 8.366070687770844e-06, 272, 20480]"
"['push', 287, 1263450.92748716, 1263450.927495896, 8.81589949131012e-06, 272, 20480]"
"['push', 381, 1263450.951656459, 1263450.951664754, 8.365139365196228e-06, 272, 20480]"
"['push', 475, 1263450.963490444, 1263450.96349899, 8.615897968411446e-06, 272, 20480]"
"['push', 569, 1263450.995505578, 1263450.995514505, 9.007053449749947e-06, 272, 20480]"
"['push', 663, 1263451.035513824, 1263451.035523241, 9.516952559351921e-06, 272, 20480]"
"['push', 757, 1263451.047490947, 1263451.047499152, 8.285045623779297e-06, 272, 20480]"
"['push', 851, 1263451.083502857, 1263451.083512074, 9.298091754317284e-06, 272, 20480]"
