type,index,start,stop,duration,metadata_size,data_size
push,0,1263374.362643616,1263374.362725539,8.290098048746586e-05,184,20540
push,94,1263374.962801555,1263374.962833472,3.331410698592663e-05,184,20548
push,188,1263375.562902713,1263375.562921431,2.0184088498353958e-05,184,20548
push,282,1263376.162990113,1263376.16300443,1.578405499458313e-05,184,20548
push,376,1263376.763071646,1263376.763090084,1.9835075363516808e-05,184,20548
push,470,1263377.363159884,1263377.363177064,1.857709139585495e-05,184,20548
push,564,1263377.963243846,1263377.96325956,1.7180806025862694e-05,184,20548
push,658,1263378.563334557,1263378.563354113,2.0952895283699036e-05,184,20548
push,752,1263379.16342066,1263379.163439447,2.0253006368875504e-05,184,20548
push,846,1263379.763507809,1263379.763528273,2.1860934793949127e-05,184,20548
push,940,1263380.363599918,1263380.363616121,1.7669983208179474e-05,184,20548
push,1034,1263380.963683645,1263380.963698102,1.585390418767929e-05,184,20548
push,1128,1263381.563763951,1263381.563778617,1.613306812942028e-05,184,20548
push,1222,1263382.163843558,1263382.16386032,1.8157996237277985e-05,184,20548
push,1316,1263382.763928612,1263382.76394293,1.578405499458313e-05,184,20548
push,1410,1263383.364010943,1263383.364026587,1.7110956832766533e-05,184,20548
push,1,1263383.964092994,1263383.964111153,1.9625993445515633e-05,184,20548
push,95,1263384.564178468,1263384.564196697,1.9625062122941017e-05,184,20548
push,189,1263385.164264361,1263385.164279656,1.6762176528573036e-05,184,20548
push,283,1263385.764349206,1263385.764367714,1.9904226064682007e-05,184,20548
push,377,1263386.364453117,1263386.36446946,1.7810147255659103e-05,184,20548
push,471,1263386.964538731,1263386.964556121,1.8298160284757614e-05,184,20548
push,565,1263387.564626579,1263387.564642572,1.7390120774507523e-05,184,20548
push,659,1263388.164709119,1263388.164724414,1.669209450483322e-05,184,20548
push,753,1263388.764792986,1263388.764807164,1.564505510032177e-05,184,20548
push,847,1263389.364873641,1263389.364888936,1.669209450483322e-05,184,20548
push,941,1263389.964955413,1263389.964969381,1.4946097508072853e-05,184,20548
push,1035,1263390.565037115,1263390.565051782,1.564505510032177e-05,184,20548
push,1129,1263391.165118189,1263391.16513069,1.3897893950343132e-05,184,20548
push,1223,1263391.765197516,1263391.765212253,1.620408147573471e-05,184,20548
push,1317,1263392.36527845,1263392.365296469,1.9485829398036003e-05,184,20548
push,1411,1263392.965373981,1263392.965389556,1.7040874809026718e-05,184,20548
push,2,1263393.565460712,1263393.565482223,2.290797419846058e-05,184,20548
push,96,1263394.165551912,1263394.165568116,1.759990118443966e-05,184,20548
push,190,1263394.765636199,1263394.765653449,1.8647173419594765e-05,184,20548
push,284,1263395.365722999,1263395.365739761,1.774006523191929e-05,184,20548
push,378,1263395.965821324,1263395.965883063,6.313598714768887e-05,184,20548
push,472,1263396.566034048,1263396.566053044,2.046278677880764e-05,184,20548
push,566,1263397.166122873,1263397.166138518,1.6552861779928207e-05,184,20548
push,660,1263397.766204855,1263397.766219731,1.634308136999607e-05,184,20548
push,754,1263398.366288443,1263398.366303668,1.6691861674189568e-05,184,20548
push,848,1263398.966370355,1263398.96638558,1.6621779650449753e-05,184,20548
push,942,1263399.566452825,1263399.566469168,1.774006523191929e-05,184,20548
push,1036,1263400.166536832,1263400.16655073,1.4876015484333038e-05,184,20548
push,1130,1263400.766616229,1263400.766632782,1.7530983313918114e-05,184,20548
push,1224,1263401.366698002,1263401.36671197,1.4876015484333038e-05,184,20548
push,1318,1263401.966778796,1263401.966794859,1.7041107639670372e-05,184,20548
push,1412,1263402.566863292,1263402.566879774,1.7460202798247337e-05,184,20548
push,3,1263403.166949533,1263403.166965876,1.774006523191929e-05,184,20548
push,97,1263403.767034239,1263403.767050861,1.7600134015083313e-05,184,20548
push,191,1263404.367118665,1263404.367134589,1.738988794386387e-05,184,20548
push,285,1263404.967201904,1263404.967222018,2.151099033653736e-05,184,20548
push,379,1263405.567288076,1263405.567304907,1.8227845430374146e-05,184,20548
push,473,1263406.167372152,1263406.167388286,1.7600134015083313e-05,184,20548
push,567,1263406.767454274,1263406.767467194,1.3897893950343132e-05,184,20548
push,661,1263407.367535347,1263407.367553576,1.9625062122941017e-05,184,20548
push,755,1263407.9676211,1263407.967635348,1.571420580148697e-05,184,20548
push,849,1263408.567702244,1263408.567718028,1.717987470328808e-05,184,20548
push,943,1263409.167788555,1263409.167808181,2.0603183656930923e-05,184,20548
push,1037,1263409.76787787,1263409.767895121,1.8229009583592415e-05,184,20548
push,1131,1263410.367963553,1263410.367979826,1.774006523191929e-05,184,20548
push,1225,1263410.968047211,1263410.968061878,1.613306812942028e-05,184,20548
push,1319,1263411.568129193,1263411.568144558,1.6761012375354767e-05,184,20548
push,1413,1263412.1682132,1263412.168227098,1.5364959836006165e-05,184,20548
flush_after,1413,1263412.168233384,1263412.2164027,0.048170782160013914,11776,1315072
push,4,1263412.816478954,1263412.816501932,2.437504008412361e-05,184,20548
push,98,1263413.416571342,1263413.416592853,2.2489111870527267e-05,184,20548
push,192,1263414.016662054,1263414.016679304,1.864694058895111e-05,184,20548
push,286,1263414.616748016,1263414.616764778,1.7739832401275635e-05,184,20548
push,380,1263415.216851509,1263415.216868759,1.864694058895111e-05,184,20548
push,474,1263415.816937751,1263415.816953116,1.6761012375354767e-05,184,20548
push,568,1263416.417022246,1263416.417040335,1.9556144252419472e-05,184,20548
push,662,1263417.017117707,1263417.017136634,2.0324019715189934e-05,184,20548
push,756,1263417.617208419,1263417.617229232,2.2209016606211662e-05,184,20548
push,850,1263418.217298712,1263418.217311772,1.4526769518852234e-05,184,20548
push,944,1263418.817377201,1263418.817394033,1.8229009583592415e-05,184,20548
push,1038,1263419.417460859,1263419.417476503,1.6551930457353592e-05,184,20548
push,1132,1263420.017544656,1263420.017557926,1.4177989214658737e-05,184,20548
push,1226,1263420.617634809,1263420.617649615,1.620291732251644e-05,184,20548
push,1320,1263421.217715394,1263421.217731737,1.774006523191929e-05,184,20548
push,1414,1263421.817800449,1263421.817815115,1.613306812942028e-05,184,20548
push,5,1263422.417884246,1263422.417902265,1.9415980204939842e-05,184,20548
push,99,1263423.017971954,1263423.017988227,1.7669983208179474e-05,184,20548
push,193,1263423.61805652,1263423.618072304,1.7251120880246162e-05,184,20548
push,287,1263424.218140527,1263424.218158616,1.9556144252419472e-05,184,20548
push,381,1263424.818229632,1263424.81824807,1.990492455661297e-05,184,20548
push,475,1263425.418317481,1263425.418336827,2.0812032744288445e-05,184,20548
push,569,1263426.0184091,1263426.018427957,1.9835075363516808e-05,184,20548
push,663,1263426.618497298,1263426.618512174,1.585390418767929e-05,184,20548
push,757,1263427.218578232,1263427.21859667,1.9903993234038353e-05,184,20548
push,851,1263427.818663077,1263427.818676696,1.4527002349495888e-05,184,20548
push,945,1263428.41874443,1263428.418759795,1.683109439909458e-05,184,20548
push,1039,1263429.018830183,1263429.018849808,2.1022045984864235e-05,184,20548
push,1133,1263429.618920894,1263429.618937027,1.759990118443966e-05,184,20548
push,1227,1263430.219004971,1263430.219023828,2.0324019715189934e-05,184,20548
push,1321,1263430.819096591,1263430.819113213,1.8018996343016624e-05,184,20548
push,1415,1263431.419180667,1263431.419195544,1.634308136999607e-05,184,20548
push,6,1263432.019261881,1263432.019279062,1.8157996237277985e-05,184,20548
push,100,1263432.619346027,1263432.619365862,2.1301908418536186e-05,184,20548
push,194,1263433.219442885,1263433.219463279,2.1860003471374512e-05,184,20548
push,288,1263433.819534295,1263433.819550428,1.7530051991343498e-05,184,20548
push,382,1263434.41961921,1263434.419634435,1.6622012481093407e-05,184,20548
push,476,1263435.019702588,1263435.01971956,1.7879996448755264e-05,184,20548
push,570,1263435.61978911,1263435.619807827,2.0114006474614143e-05,184,20548
push,664,1263436.219877796,1263436.219896094,1.9694911316037178e-05,184,20548
push,758,1263436.819966343,1263436.819984641,1.9764062017202377e-05,184,20548
push,852,1263437.420054819,1263437.420071651,1.774006523191929e-05,184,20548
push,946,1263438.020139594,1263438.020155867,1.7739832401275635e-05,184,20548
push,1040,1263438.62022409,1263438.620238827,1.6133999451994896e-05,184,20548
push,1134,1263439.220311519,1263439.220328561,1.843809150159359e-05,184,20548
push,1228,1263439.820397831,1263439.820411241,1.4805933460593224e-05,184,20548
push,1322,1263440.420479673,1263440.420500695,2.2489111870527267e-05,184,20548
push,1416,1263441.020571851,1263441.02059001,2.0045088604092598e-05,184,20548
push,7,1263441.620660608,1263441.620673947,1.4247139915823936e-05,184,20548
push,101,1263442.220744195,1263442.220766545,2.374616451561451e-05,184,20548
push,195,1263442.820836553,1263442.820852197,1.6622012481093407e-05,184,20548
push,289,1263443.420918425,1263443.420936165,1.9136816263198853e-05,184,20548
push,383,1263444.021005117,1263444.021022996,1.8786871805787086e-05,184,20548
push,477,1263444.621091041,1263444.621108221,1.8157996237277985e-05,184,20548
push,571,1263445.221177174,1263445.221193167,1.738988794386387e-05,184,20548
push,665,1263445.8212617,1263445.821278322,1.8018996343016624e-05,184,20548
push,759,1263446.421346856,1263446.421363617,1.8227845430374146e-05,184,20548
push,853,1263447.021431592,1263447.021445281,1.4595920220017433e-05,184,20548
push,947,1263447.621514931,1263447.62153295,1.9485829398036003e-05,184,20548
push,1041,1263448.221604486,1263448.221627813,2.4724053218960762e-05,184,20548
push,1135,1263448.821701375,1263448.821720302,2.0324019715189934e-05,184,20548
push,1229,1263449.421789673,1263449.421804968,1.669209450483322e-05,184,20548
push,1323,1263450.021872104,1263450.021885584,1.4946097508072853e-05,184,20548
push,1417,1263450.62195279,1263450.621968853,1.7529819160699844e-05,184,20548
flush_after,1417,1263450.621978072,1263450.668402575,0.046425969107076526,11776,1315072
push,8,1263451.268484657,1263451.268507076,2.3886095732450485e-05,184,20548
push,102,1263451.868575888,1263451.868591184,1.6761943697929382e-05,184,20548
push,196,1263452.468657482,1263452.468675012,1.850794069468975e-05,184,20548
push,290,1263453.068742707,1263453.068762262,2.0952196791768074e-05,184,20548
push,384,1263453.668831843,1263453.668850072,1.9625062122941017e-05,184,20548
push,478,1263454.268917348,1263454.268931805,1.5434110537171364e-05,184,20548
push,572,1263454.868999081,1263454.869015074,1.7390120774507523e-05,184,20548
push,666,1263455.469082699,1263455.469107283,2.5981105864048004e-05,184,20548
push,760,1263456.069179448,1263456.069199004,2.1022045984864235e-05,184,20548
push,854,1263456.669270959,1263456.669289118,1.913611777126789e-05,184,20548
push,948,1263457.269358628,1263457.269371689,1.3969140127301216e-05,184,20548
push,1042,1263457.869439803,1263457.869455936,1.759990118443966e-05,184,20548
push,1136,1263458.469524469,1263458.46953725,1.4177989214658737e-05,184,20548
push,1230,1263459.069603897,1263459.069618355,1.5854137018322945e-05,184,20548
push,1324,1263459.669685491,1263459.669700227,1.6203150153160095e-05,184,20548
push,1418,1263460.269767992,1263460.269788386,2.1789921447634697e-05,184,20548
push,9,1263460.869857827,1263460.869878779,2.2348947823047638e-05,184,20548
push,103,1263461.46994836,1263461.469967356,1.9974075257778168e-05,184,20548
push,197,1263462.070036518,1263462.07005328,1.8159160390496254e-05,184,20548
push,291,1263462.670121813,1263462.670135781,1.543504185974598e-05,184,20548
push,385,1263463.270204664,1263463.270222194,1.89261045306921e-05,184,20548
push,479,1263463.870289958,1263463.87030693,1.8437858670949936e-05,184,20548
push,573,1263464.470375044,1263464.470389361,1.578405499458313e-05,184,20548
push,667,1263465.070458104,1263465.070477101,2.0463019609451294e-05,184,20548
push,761,1263465.670546402,1263465.670563303,1.8368009477853775e-05,184,20548
push,855,1263466.270632046,1263466.270648179,1.7110956832766533e-05,184,20548
push,949,1263466.870715385,1263466.870732147,1.8229009583592415e-05,184,20548
push,1043,1263467.470801938,1263467.470818699,1.8227845430374146e-05,184,20548
push,1137,1263468.070884439,1263468.070897709,1.4666002243757248e-05,184,20548
push,1231,1263468.670966381,1263468.670982584,1.7669983208179474e-05,184,20548
push,1325,1263469.27105028,1263469.271066552,1.7739133909344673e-05,184,20548
push,1419,1263469.871133479,1263469.871146749,1.4737015590071678e-05,184,20548
push,10,1263470.471217447,1263470.471247479,3.1498027965426445e-05,184,20548
push,104,1263471.071319853,1263471.071338012,1.9625062122941017e-05,184,20548
push,198,1263471.67140857,1263471.6714261,1.899711787700653e-05,184,20548
push,292,1263472.271494145,1263472.271512094,1.9344966858625412e-05,184,20548
push,386,1263472.87157937,1263472.871593757,1.585390418767929e-05,184,20548
push,480,1263473.471663198,1263473.47167982,1.808907836675644e-05,184,20548
push,574,1263474.071745839,1263474.071763718,1.9276048988103867e-05,184,20548
push,668,1263474.6718326,1263474.671850061,1.8369173631072044e-05,184,20548
push,762,1263475.271919083,1263475.271934029,1.585390418767929e-05,184,20548
push,856,1263475.872002123,1263475.872018257,1.7600134015083313e-05,184,20548
push,950,1263476.472088799,1263476.472105352,1.8018996343016624e-05,184,20548
push,1044,1263477.072176174,1263477.072196498,2.2278865799307823e-05,184,20548
push,1138,1263477.672267809,1263477.672283523,1.6691861674189568e-05,184,20548
push,1232,1263478.272353158,1263478.272369431,1.7669983208179474e-05,184,20548
push,1326,1263478.872396533,1263478.872410292,1.5155179426074028e-05,184,20548
push,1420,1263479.472478041,1263479.472494803,1.774006523191929e-05,184,20548
push,11,1263480.072562203,1263480.072577917,1.7181038856506348e-05,184,20548
push,105,1263480.672648111,1263480.672664733,1.808907836675644e-05,184,20548
push,199,1263481.272731923,1263481.272743796,1.3269949704408646e-05,184,20548
push,293,1263481.87280973,1263481.8728274,1.864694058895111e-05,184,20548
push,387,1263482.472896197,1263482.472912749,1.8017832189798355e-05,184,20548
push,481,1263483.072981197,1263483.072996282,1.6552163287997246e-05,184,20548
push,575,1263483.67306487,1263483.673079257,1.5852972865104675e-05,184,20548
push,669,1263484.273144701,1263484.273162231,1.8996885046362877e-05,184,20548
push,763,1263484.873231168,1263484.873247162,1.7390120774507523e-05,184,20548
push,857,1263485.473316517,1263485.473333698,1.8578022718429565e-05,184,20548
push,951,1263486.073403054,1263486.073417371,1.5713972970843315e-05,184,20548
push,1045,1263486.673487425,1263486.673503489,1.6971025615930557e-05,184,20548
push,1139,1263487.273572285,1263487.273590863,1.9975006580352783e-05,184,20548
push,1233,1263487.873658403,1263487.873674257,1.6761943697929382e-05,184,20548
push,1327,1263488.473740609,1263488.473756323,1.7181038856506348e-05,184,20548
push,1421,1263489.073826587,1263489.073845025,1.990492455661297e-05,184,20548
flush_after,1421,1263489.073850403,1263489.120402343,0.04655333701521158,11776,1315072
push,12,1263489.720476029,1263489.720497819,2.325698733329773e-05,184,20548
push,106,1263490.320566476,1263490.320584425,1.9345898181200027e-05,184,20548
push,200,1263490.920668098,1263490.920684092,1.7461134120821953e-05,184,20548
push,294,1263491.520766089,1263491.520781244,1.6622012481093407e-05,184,20548
push,388,1263492.120850809,1263492.120870295,2.0883046090602875e-05,184,20548
push,482,1263492.720939581,1263492.720958158,1.9973842427134514e-05,184,20548
push,576,1263493.321030238,1263493.32104707,1.82280782610178e-05,184,20548
push,670,1263493.921114749,1263493.921131092,1.774006523191929e-05,184,20548
push,764,1263494.521199051,1263494.521215743,1.7598969861865044e-05,184,20548
push,858,1263495.121286984,1263495.121304933,1.8927035853266716e-05,184,20548
push,952,1263495.721371844,1263495.721390492,2.0114006474614143e-05,184,20548
push,1046,1263496.321459638,1263496.32148066,2.2419029846787453e-05,184,20548
push,1140,1263496.921551133,1263496.921569292,1.9135884940624237e-05,184,20548
