type,size,duration
Push,26214400,2.3164e-05
Push,26214400,8.446e-06
Flush,52428800,0.0561645
Push,26214400,1.1832e-05
Push,26214400,7.804e-06
Flush,52428800,0.075665
Push,26214400,8.166e-06
Push,26214400,7.845e-06
Flush,52428800,0.0675317
Push,26214400,7.985e-06
Push,26214400,7.274e-06
Flush,52428800,0.103535
Push,26214400,7.855e-06
Push,26214400,6.933e-06
Flush,52428800,0.109322
Push,26214400,7.835e-06
Push,26214400,7.534e-06
Flush,52428800,0.0917669
Push,26214400,8.266e-06
Push,26214400,7.504e-06
Flush,52428800,0.0597223
Push,26214400,8.046e-06
Push,26214400,7.715e-06
Flush,52428800,0.14648
Push,26214400,7.524e-06
Push,26214400,7.244e-06
Flush,52428800,0.101407
Push,26214400,8.175e-06
Push,26214400,7.384e-06
Flush,52428800,0.0716627
Push,26214400,7.694e-06
Push,26214400,7.334e-06
Flush,52428800,0.0636003
Push,26214400,8.005e-06
Push,26214400,8.145e-06
Flush,52428800,0.0752046
Push,26214400,7.905e-06
Push,26214400,7.354e-06
Flush,52428800,0.0873569
Push,26214400,7.845e-06
Push,26214400,8.125e-06
Flush,52428800,0.0663616
Push,26214400,7.855e-06
Push,26214400,7.334e-06
Flush,52428800,0.0759114
Push,26214400,8.877e-06
Push,26214400,8.005e-06
Flush,52428800,0.263906
Push,26214400,8.276e-06
Push,26214400,7.154e-06
Flush,52428800,0.0717055
Push,26214400,7.734e-06
Push,26214400,7.323e-06
Flush,52428800,0.0678637
Push,26214400,7.784e-06
Push,26214400,7.344e-06
Flush,52428800,0.07185
Push,26214400,8.145e-06
Push,26214400,7.935e-06
Flush,52428800,0.0955701
Push,26214400,7.584e-06
Push,26214400,7.494e-06
Flush,52428800,0.0848036
Push,26214400,7.695e-06
Push,26214400,7.484e-06
Flush,52428800,0.0958262
Push,26214400,8.145e-06
Push,26214400,7.494e-06
Flush,52428800,0.0716653
Push,26214400,7.955e-06
Push,26214400,7.243e-06
Flush,52428800,0.0636997
Push,26214400,7.745e-06
Push,26214400,7.564e-06
Flush,52428800,0.0877038
Push,26214400,7.885e-06
Push,26214400,7.815e-06
Flush,52428800,0.0676262
Push,26214400,8.276e-06
Push,26214400,7.705e-06
Flush,52428800,0.0716261
Push,26214400,7.374e-06
Push,26214400,7.674e-06
Flush,52428800,0.0758799
Push,26214400,7.735e-06
Push,26214400,7.905e-06
Flush,52428800,0.0918318
Push,26214400,7.905e-06
Push,26214400,7.464e-06
Flush,52428800,0.0908219
Push,26214400,8.105e-06
Push,26214400,7.715e-06
Flush,52428800,0.0738843
Push,26214400,8.005e-06
Push,26214400,7.925e-06
Flush,52428800,0.427777
Push,26214400,8.215e-06
Push,26214400,7.424e-06
Flush,52428800,0.0757093
Push,26214400,8.035e-06
Push,26214400,7.364e-06
Flush,52428800,0.0550949
Push,26214400,7.915e-06
Push,26214400,8.125e-06
Flush,52428800,0.0676803
Push,26214400,8.386e-06
Push,26214400,7.645e-06
Flush,52428800,0.0758016
Push,26214400,7.635e-06
Push,26214400,7.644e-06
Flush,52428800,0.0718705
Push,26214400,7.975e-06
Push,26214400,7.914e-06
Flush,52428800,0.0556757
Push,26214400,7.855e-06
Push,26214400,7.624e-06
Flush,52428800,0.0756491
Push,26214400,8.285e-06
Push,26214400,7.684e-06
Flush,52428800,0.0855661
Push,26214400,7.804e-06
Push,26214400,7.935e-06
Flush,52428800,0.055627
Push,26214400,7.675e-06
Push,26214400,7.875e-06
Flush,52428800,0.087785
Push,26214400,8.466e-06
Push,26214400,7.414e-06
Flush,52428800,0.0956784
Push,26214400,8.526e-06
Push,26214400,7.404e-06
Flush,52428800,0.0629896
Push,26214400,7.935e-06
Push,26214400,7.514e-06
Flush,52428800,0.0876226
Push,26214400,7.835e-06
Push,26214400,7.184e-06
Flush,52428800,0.0716139
Push,26214400,7.394e-06
Push,26214400,7.745e-06
Flush,52428800,0.0878056
Flush,0,3.838e-06
