type,projection_id,start,stop,duration,metadata_size,data_size
push,0,2554611.651959055,2554611.65198328,2.4324748665094376e-05,272,20480
push,94,2554611.652130206,2554611.652139924,9.827781468629837e-06,272,20480
push,188,2554611.652258536,2554611.652266431,8.014962077140808e-06,272,20480
push,282,2554611.652384743,2554611.652392137,7.504131644964218e-06,272,20480
push,376,2554611.652511701,2554611.652520026,8.466187864542007e-06,272,20480
push,470,2554611.652630724,2554611.652637857,7.233116775751114e-06,272,20480
push,564,2554611.652752161,2554611.652759355,7.2838738560676575e-06,272,20480
push,658,2554611.65288493,2554611.652891913,7.054302841424942e-06,272,20480
push,752,2554611.653006348,2554611.653014714,8.446164429187775e-06,272,20480
push,846,2554611.65311968,2554611.653126453,6.833113729953766e-06,272,20480
push,940,2554611.653229025,2554611.653235798,6.852671504020691e-06,272,20480
push,1034,2554611.653338611,2554611.653345353,6.822869181632996e-06,272,20480
push,1128,2554611.663814409,2554611.663823085,8.746050298213959e-06,272,20480
push,1222,2554611.695798006,2554611.695806932,9.017065167427063e-06,272,20480
push,1316,2554611.727792614,2554611.72780133,8.80565494298935e-06,272,20480
push,1410,2554611.783793985,2554611.783803312,9.417068213224411e-06,272,20480
push,1,2554611.791804732,2554611.791814169,9.51811671257019e-06,272,20480
push,95,2554611.823801032,2554611.823809779,8.837319910526276e-06,272,20480
push,189,2554611.852260633,2554611.85226926,8.697155863046646e-06,272,20480
push,283,2554611.883793436,2554611.883802162,8.81589949131012e-06,272,20480
push,377,2554611.915820134,2554611.91582918,9.167008101940155e-06,272,20480
push,471,2554611.947802157,2554611.947810804,8.726958185434341e-06,272,20480
push,565,2554611.983790442,2554611.983798898,8.546281605958939e-06,272,20480
push,659,2554611.991789988,2554611.991798204,8.28644260764122e-06,272,20480
push,753,2554612.052368109,2554612.052377076,9.057112038135529e-06,272,20480
push,847,2554612.067793155,2554612.06780149,8.424744009971619e-06,272,20480
push,941,2554612.09980227,2554612.099811016,8.82614403963089e-06,272,20480
push,1035,2554612.131801416,2554612.131810172,8.825678378343582e-06,272,20480
push,1129,2554612.152415309,2554612.152423745,8.516013622283936e-06,272,20480
push,1223,2554612.167797295,2554612.167805871,8.656177669763565e-06,272,20480
push,1317,2554612.199791582,2554612.199799917,8.405186235904694e-06,272,20480
push,1411,2554612.23179715,2554612.231805926,8.846167474985123e-06,272,20480
push,2,2554612.283794325,2554612.283804223,9.979121387004852e-06,272,20480
push,96,2554612.295796484,2554612.29580509,8.686911314725876e-06,272,20480
push,190,2554612.327791793,2554612.327800349,8.636154234409332e-06,272,20480
push,284,2554612.352533575,2554612.352542141,8.645933121442795e-06,272,20480
push,378,2554612.363803261,2554612.363812208,9.026844054460526e-06,272,20480
push,472,2554612.395796887,2554612.395805543,8.746050298213959e-06,272,20480
push,566,2554612.427789781,2554612.427798107,8.426140993833542e-06,272,20480
push,660,2554612.452581687,2554612.452589892,8.275266736745834e-06,272,20480
push,754,2554612.463791741,2554612.463799836,8.184928447008133e-06,272,20480
push,848,2554612.49578733,2554612.495795626,8.366070687770844e-06,272,20480
push,942,2554612.515798023,2554612.515806419,8.466187864542007e-06,272,20480
push,1036,2554612.531812865,2554612.531821691,8.906237781047821e-06,272,20480
push,1130,2554612.552644907,2554612.552653774,8.966773748397827e-06,272,20480
push,1224,2554612.567802101,2554612.567813312,1.1290889233350754e-05,272,20480
push,1318,2554612.59979215,2554612.599800916,8.896924555301666e-06,272,20480
push,1412,2554612.652696505,2554612.652705081,8.64686444401741e-06,272,20480
push,3,2554612.667792825,2554612.667801482,8.756760507822037e-06,272,20480
push,97,2554612.699798193,2554612.69980704,8.92719253897667e-06,272,20480
push,191,2554612.731794895,2554612.731803742,8.926726877689362e-06,272,20480
push,285,2554612.752748896,2554612.752757302,8.495990186929703e-06,272,20480
push,379,2554612.767801624,2554612.76781053,8.996110409498215e-06,272,20480
push,473,2554612.799813975,2554612.799822621,8.735805749893188e-06,272,20480
