t_wait,t_metadata,metadata_size,t_data,data_size
161.9600730361417,4.309089854359627e-05,272,1.143082045018673e-05,52428800
0.01585552911274135,4.247995093464851e-06,272,5.550915375351906e-06,52428800
0.035913262981921434,3.747176378965378e-06,272,4.549045115709305e-06,52428800
0.035970401018857956,3.827037289738655e-06,272,4.559056833386421e-06,52428800
0.03591478709131479,3.2759271562099457e-06,272,4.2978208512067795e-06,52428800
0.03589837602339685,3.8070138543844223e-06,272,4.548113793134689e-06,52428800
0.03593785921111703,3.305962309241295e-06,272,4.549045115709305e-06,52428800
0.030894558876752853,1.6530975699424744e-06,272,2.6049092411994934e-06,52428800
165.39668053598143,4.468020051717758e-06,272,5.700858309864998e-06,52428800
0.019944651052355766,9.007053449749947e-06,272,4.529021680355072e-06,52428800
0.035918769892305136,4.599103704094887e-06,272,3.896886482834816e-06,52428800
0.03598942398093641,4.387926310300827e-06,272,3.7981662899255753e-06,52428800
0.03584187594242394,3.4659169614315033e-06,272,3.9369333535432816e-06,52428800
0.03592173499055207,4.127854481339455e-06,272,3.3660326153039932e-06,52428800
0.03595382603816688,5.51086850464344e-06,272,3.3259857445955276e-06,52428800
0.030897923046723008,1.451931893825531e-06,272,1.6328413039445877e-06,52428800
165.38058450608514,4.116911441087723e-06,272,6.120884791016579e-06,52428800
0.03610724210739136,3.1760428100824356e-06,272,4.698988050222397e-06,52428800
0.02796176401898265,3.1259842216968536e-06,272,4.2780302464962006e-06,52428800
0.01990055595524609,3.0461233109235764e-06,272,4.047993570566177e-06,52428800
0.03598636412061751,3.4258700907230377e-06,272,3.5068951547145844e-06,52428800
0.03593161120079458,3.997934982180595e-06,272,3.497116267681122e-06,52428800
0.036019596038386226,3.7669669836759567e-06,272,3.6170240491628647e-06,52428800
0.0307369870133698,1.1620577424764633e-06,272,1.6828998923301697e-06,52428800
164.52460597106256,3.5860575735569e-06,272,5.76116144657135e-06,52428800
0.036056003998965025,2.895016223192215e-06,272,4.197936505079269e-06,52428800
0.03592792199924588,3.5071279853582382e-06,272,4.0780287235975266e-06,52428800
0.03591079101897776,3.54694202542305e-06,272,4.61796298623085e-06,52428800
0.03597022290341556,2.7050264179706573e-06,272,3.797002136707306e-06,52428800
0.0360066001303494,3.4568365663290024e-06,272,3.817025572061539e-06,52428800
0.03584476583637297,3.156019374728203e-06,272,3.5159755498170853e-06,52428800
0.03089518309570849,1.2218952178955078e-06,272,1.6530975699424744e-06,52428800
164.69660269701853,3.8070138543844223e-06,272,5.8908481150865555e-06,52428800
0.03600317891687155,3.2670795917510986e-06,272,4.548113793134689e-06,52428800
0.03593392809852958,3.1259842216968536e-06,272,4.698056727647781e-06,52428800
0.035980165004730225,3.3569522202014923e-06,272,3.4759286791086197e-06,52428800
0.03594835591502488,3.4761615097522736e-06,272,3.8070138543844223e-06,52428800
0.035945740994066,3.3760443329811096e-06,272,4.037981852889061e-06,52428800
0.03597915405407548,3.3869873732328415e-06,272,3.3960677683353424e-06,52428800
0.03081836411729455,1.5730038285255432e-06,272,1.542968675494194e-06,52428800
164.37664774199948,4.40794974565506e-06,272,6.432179361581802e-06,52428800
0.035989088006317616,3.5869888961315155e-06,272,4.417961463332176e-06,52428800
0.03591822483576834,3.3171381801366806e-06,272,4.538102075457573e-06,52428800
0.035981013206765056,3.5457778722047806e-06,272,3.5169068723917007e-06,52428800
0.035951148020103574,3.466149792075157e-06,272,3.938097506761551e-06,52428800
0.03593935398384929,3.386056050658226e-06,272,3.54694202542305e-06,52428800
0.03599817585200071,2.995133399963379e-06,272,3.6568380892276764e-06,52428800
0.03879488678649068,1.6530975699424744e-06,272,2.325046807527542e-06,52428800
163.44064446305856,4.549045115709305e-06,272,5.5409036576747894e-06,52428800
0.015977537026628852,3.888038918375969e-06,272,4.8691872507333755e-06,52428800
0.03593945992179215,4.0780287235975266e-06,272,4.2780302464962006e-06,52428800
0.03596256487071514,4.058005288243294e-06,272,3.696884959936142e-06,52428800
0.035964326933026314,4.397938027977943e-06,272,3.696884959936142e-06,52428800
0.035956552950665355,3.868015483021736e-06,272,3.9280857890844345e-06,52428800
0.03595839720219374,3.1958334147930145e-06,272,3.3669639378786087e-06,52428800
0.03080883901566267,1.201871782541275e-06,272,1.5727709978818893e-06,52428800
162.86060431902297,4.999106749892235e-06,272,5.7211145758628845e-06,52428800
0.035925904056057334,3.7869904190301895e-06,272,4.527857527136803e-06,52428800
0.06799495383165777,3.6570709198713303e-06,272,3.286171704530716e-06,52428800
0.03595248516649008,4.027970135211945e-06,272,3.976980224251747e-06,52428800
0.03600412281230092,5.400041118264198e-06,272,4.057073965668678e-06,52428800
0.03593406989239156,3.606081008911133e-06,272,3.916909918189049e-06,52428800
0.03592008491978049,4.318077117204666e-06,272,4.047993570566177e-06,52428800
0.030851789051666856,1.4728866517543793e-06,272,1.6030389815568924e-06,52428800
163.14432341000065,4.970002919435501e-06,272,6.4820051193237305e-06,52428800
0.035929190926253796,3.5171397030353546e-06,272,4.909001290798187e-06,52428800
0.03600013512186706,4.30806539952755e-06,272,4.318077117204666e-06,52428800
0.03994425502605736,3.6370474845170975e-06,272,3.908062353730202e-06,52428800
0.015989891020581126,3.747176378965378e-06,272,4.177913069725037e-06,52428800
0.035935443826019764,3.907131031155586e-06,272,4.247995093464851e-06,52428800
0.035942074842751026,3.597000613808632e-06,272,3.797002136707306e-06,52428800
0.03082689316943288,1.1119991540908813e-06,272,1.8530990928411484e-06,52428800
163.10458192997612,4.6191271394491196e-06,272,6.501795724034309e-06,52428800
0.03593091503717005,4.327856004238129e-06,272,4.909001290798187e-06,52428800
0.03596512880176306,4.057073965668678e-06,272,3.987923264503479e-06,52428800
0.0359175989869982,3.727152943611145e-06,272,3.335997462272644e-06,52428800
0.035932317143306136,3.827037289738655e-06,272,3.485940396785736e-06,52428800
0.03596840379759669,3.89711931347847e-06,272,4.017958417534828e-06,52428800
0.03595487913116813,3.1958334147930145e-06,272,3.907829523086548e-06,52428800
0.03086418192833662,1.1431984603404999e-06,272,1.7529819160699844e-06,52428800
163.0246290920768,4.6889763325452805e-06,272,5.800044164061546e-06,52428800
0.015977747039869428,3.4570693969726562e-06,272,4.658941179513931e-06,52428800
0.03591762878932059,3.7869904190301895e-06,272,4.227971658110619e-06,52428800
0.035938947927206755,4.308996722102165e-06,272,4.1869934648275375e-06,52428800
0.03596857492811978,3.8070138543844223e-06,272,3.898050636053085e-06,52428800
0.03597100800834596,3.8081780076026917e-06,272,3.416091203689575e-06,52428800
0.035979915875941515,3.386056050658226e-06,272,3.2959505915641785e-06,52428800
0.030800211941823363,1.0619405657052994e-06,272,1.5529803931713104e-06,52428800
132.600621761987,5.691079422831535e-06,272,6.041955202817917e-06,52428800
0.035945320036262274,5.1888637244701385e-06,272,4.158122465014458e-06,52428800
0.03603673190809786,2.8060749173164368e-06,272,4.529021680355072e-06,52428800
0.035895696841180325,4.588160663843155e-06,272,3.827037289738655e-06,52428800
0.039956555934622884,3.5869888961315155e-06,272,3.0060764402151108e-06,52428800
0.03481098683550954,1.6731210052967072e-06,272,1.8428545445203781e-06,52428800
