type,projection_id,start,stop,duration,metadata_size,data_size
push,0,1228683.204718448,1228683.204750854,3.3872900530695915e-05,272,10240
push,94,1228683.236581949,1228683.236593403,1.292000524699688e-05,272,10240
push,188,1228683.268561525,1228683.26857291,1.278100535273552e-05,272,10240
push,282,1228683.30048914,1228683.300499756,1.1523952707648277e-05,272,10240
push,376,1228685.65262884,1228685.652644763,1.7320038750767708e-05,272,10240
push,470,1228685.684552683,1228685.684563509,1.1733965948224068e-05,272,10240
push,564,1228685.709932772,1228685.709943667,1.1872965842485428e-05,272,10240
push,658,1228685.720479814,1228685.72049043,1.1523952707648277e-05,272,10240
push,752,1228688.096584623,1228688.096600337,1.7181038856506348e-05,272,10240
push,846,1228688.117930974,1228688.117941869,1.1802883818745613e-05,272,10240
push,940,1228688.132523837,1228688.132534732,1.1872965842485428e-05,272,10240
push,1034,1228688.164460112,1228688.164473452,1.4805933460593224e-05,272,10240
push,1128,1228690.544579942,1228690.544596145,1.759990118443966e-05,272,10240
push,1222,1228690.588508829,1228690.588519235,1.1802883818745613e-05,272,10240
push,1316,1228690.604492227,1228690.604502912,1.2081814929842949e-05,272,10240
push,1410,1228690.6364644,1228690.636474527,1.1594034731388092e-05,272,10240
push,1,1228693.024571389,1228693.024587592,1.7600134015083313e-05,272,10240
push,95,1228693.056512693,1228693.056523169,1.1872965842485428e-05,272,10240
push,189,1228693.077915475,1228693.07792644,1.2361910194158554e-05,272,10240
push,283,1228693.092468808,1228693.092479215,1.1384021490812302e-05,272,10240
push,377,1228695.472585635,1228695.472602746,1.808907836675644e-05,272,10240
push,471,1228695.504498304,1228695.504509269,1.24308280646801e-05,272,10240
push,565,1228695.533915204,1228695.53392575,1.2011965736746788e-05,272,10240
push,659,1228695.564465763,1228695.56447589,1.1523952707648277e-05,272,10240
push,753,1228697.920593944,1228697.920609309,1.6762176528573036e-05,272,10240
push,847,1228697.952495438,1228697.952506054,1.2082979083061218e-05,272,10240
push,941,1228697.973895985,1228697.973906881,1.2292061001062393e-05,272,10240
push,1035,1228697.980496172,1228697.980506788,1.1523021385073662e-05,272,10240
push,1129,1228700.380574401,1228700.380591163,1.774006523191929e-05,272,10240
push,1223,1228700.39251135,1228700.392522385,1.2011965736746788e-05,272,10240
push,1317,1228700.424501263,1228700.424511809,1.1942815035581589e-05,272,10240
push,1411,1228700.449928075,1228700.449938272,1.1594034731388092e-05,272,10240
push,2,1228702.816563698,1228702.816580181,1.794891431927681e-05,272,10240
push,96,1228702.844552348,1228702.844575884,2.5002984330058098e-05,272,10240
push,190,1228702.876492529,1228702.876502796,1.1662952601909637e-05,272,10240
push,284,1228702.908466164,1228702.908476011,1.1244090273976326e-05,272,10240
push,378,1228705.264565447,1228705.26458179,1.7739832401275635e-05,272,10240
push,472,1228705.296495362,1228705.296506327,1.1872965842485428e-05,272,10240
push,566,1228705.321910297,1228705.321921402,1.2570992112159729e-05,272,10240
push,660,1228705.332463972,1228705.33247361,1.1104857549071312e-05,272,10240
push,754,1228707.712547219,1228707.712561955,1.571420580148697e-05,272,10240
push,848,1228707.744492777,1228707.744503393,1.2082979083061218e-05,272,10240
push,942,1228707.776492044,1228707.77650266,1.2081814929842949e-05,272,10240
push,1036,1228707.808501717,1228707.808512612,1.2292061001062393e-05,272,10240
push,1130,1228710.160565726,1228710.160581371,1.7042038962244987e-05,272,10240
