push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1263256.251671855, 1263256.251702482, 3.074691630899906e-05, 272, 20480]"
"['push', 94, 1263256.283471674, 1263256.283482033, 1.046992838382721e-05, 272, 20480]"
"['push', 188, 1263256.315463362, 1263256.31547333, 1.005898229777813e-05, 272, 20480]"
"['push', 282, 1263256.347468294, 1263256.347477982, 9.777955710887909e-06, 272, 20480]"
"['push', 376, 1263256.391457499, 1263256.391467368, 9.988900274038315e-06, 272, 20480]"
"['push', 470, 1263256.407446736, 1263256.407455533, 8.88691283762455e-06, 272, 20480]"
"['push', 564, 1263256.467444915, 1263256.467453681, 8.845934644341469e-06, 272, 20480]"
"['push', 658, 1263256.499449897, 1263256.499458644, 8.806819096207619e-06, 272, 20480]"
"['push', 752, 1263256.519451, 1263256.519460247, 9.326962754130363e-06, 272, 20480]"
"['push', 846, 1263256.535423655, 1263256.535432261, 8.706934750080109e-06, 272, 20480]"
"['push', 940, 1263256.563457928, 1263256.563466555, 8.707167580723763e-06, 272, 20480]"
"['push', 1034, 1263256.595431222, 1263256.595439387, 8.234987035393715e-06, 272, 20480]"
"['push', 1128, 1263256.627420826, 1263256.627429192, 8.446164429187775e-06, 272, 20480]"
"['push', 1222, 1263256.65207888, 1263256.652087456, 8.665956556797028e-06, 272, 20480]"
"['push', 1316, 1263256.667425766, 1263256.667434382, 8.717179298400879e-06, 272, 20480]"
"['push', 1410, 1263256.69945799, 1263256.699467868, 9.95909795165062e-06, 272, 20480]"
"['push', 1, 1263256.731433587, 1263256.731443466, 9.949086233973503e-06, 272, 20480]"
"['push', 95, 1263256.752120211, 1263256.752128897, 8.756062015891075e-06, 272, 20480]"
"['push', 189, 1263256.767458571, 1263256.767467488, 8.977018296718597e-06, 272, 20480]"
"['push', 283, 1263256.799431664, 1263256.7994401, 8.506001904606819e-06, 272, 20480]"
"['push', 377, 1263256.83141723, 1263256.831425987, 8.857110515236855e-06, 272, 20480]"
"['push', 471, 1263256.852192971, 1263256.852201537, 8.626142516732216e-06, 272, 20480]"
"['push', 565, 1263256.867428028, 1263256.867436654, 8.675968274474144e-06, 272, 20480]"
"['push', 659, 1263256.899416219, 1263256.899424605, 8.47596675157547e-06, 272, 20480]"
"['push', 753, 1263256.952236906, 1263256.952245823, 9.007053449749947e-06, 272, 20480]"
"['push', 847, 1263256.967422231, 1263256.967430306, 8.144881576299667e-06, 272, 20480]"
"['push', 941, 1263257.003436445, 1263257.003445051, 8.675968274474144e-06, 272, 20480]"
