type,index,start,stop,duration,metadata_size,data_size
push,0,2553722.728449075,2553722.728611736,0.0001641279086470604,184,20540
push,94,2553723.328687672,2553723.328751088,6.530201062560081e-05,184,20548
push,188,2553723.928823951,2553723.928843088,2.053380012512207e-05,184,20548
push,282,2553724.528912389,2553724.528926078,1.515587791800499e-05,184,20548
push,376,2553725.128993982,2553725.129010744,1.822924241423607e-05,184,20548
push,470,2553725.72907809,2553725.729092756,1.6133300960063934e-05,184,20548
push,564,2553726.329163245,2553726.32918287,2.109212800860405e-05,184,20548
push,658,2553726.929262089,2553726.929276546,1.585390418767929e-05,184,20548
push,752,2553727.529344381,2553727.529360863,1.7949379980564117e-05,184,20548
push,846,2553728.129428837,2553728.129446996,1.9136816263198853e-05,184,20548
push,940,2553728.72951511,2553728.729530196,1.606391742825508e-05,184,20548
push,1034,2553729.32959803,2553729.329616329,1.9695144146680832e-05,184,20548
push,1128,2553729.929685141,2553729.929700646,1.6902107745409012e-05,184,20548
push,1222,2553730.529766664,2553730.52978161,1.592421904206276e-05,184,20548
push,1316,2553731.129850632,2553731.129865648,1.6483012586832047e-05,184,20548
push,1410,2553731.72993446,2553731.729951641,1.8578022718429565e-05,184,20548
push,1,2553732.330019965,2553732.330040219,2.172030508518219e-05,184,20548
push,95,2553732.930110707,2553732.930127399,1.808907836675644e-05,184,20548
push,189,2553733.530195303,2553733.530214859,2.1023210138082504e-05,184,20548
push,283,2553734.130287024,2553734.130305462,1.9904691725969315e-05,184,20548
push,377,2553734.730374274,2553734.730386776,1.3967975974082947e-05,184,20548
push,471,2553735.330453912,2553735.330469556,1.7041340470314026e-05,184,20548
push,565,2553735.930535994,2553735.930548984,1.4456920325756073e-05,184,20548
push,659,2553736.530619193,2553736.53063386,1.606391742825508e-05,184,20548
push,753,2553737.130704069,2553737.130720901,1.822877675294876e-05,184,20548
push,847,2553737.730789434,2553737.730806056,1.808861270546913e-05,184,20548
push,941,2553738.330875846,2553738.330892049,1.7181038856506348e-05,184,20548
push,1035,2553738.930958068,2553738.930976087,1.9486062228679657e-05,184,20548
push,1129,2553739.531047344,2553739.531063058,1.718057319521904e-05,184,20548
push,1223,2553740.13113215,2553740.131147445,1.669209450483322e-05,184,20548
push,1317,2553740.731217654,2553740.731234276,1.801922917366028e-05,184,20548
push,1411,2553741.331303996,2553741.331319362,1.6761943697929382e-05,184,20548
push,2,2553741.931388663,2553741.931408568,2.1371059119701385e-05,184,20548
push,96,2553742.531477589,2553742.531494281,1.808861270546913e-05,184,20548
push,190,2553743.131563094,2553743.131578878,1.7249956727027893e-05,184,20548
push,284,2553743.731646782,2553743.731662427,1.7041340470314026e-05,184,20548
push,378,2553744.331731658,2553744.33174849,1.8298160284757614e-05,184,20548
push,472,2553744.931817581,2553744.931837905,2.1791085600852966e-05,184,20548
push,566,2553745.531908673,2553745.531924946,1.7181038856506348e-05,184,20548
push,660,2553746.131993758,2553746.132007377,1.5016179531812668e-05,184,20548
push,754,2553746.732077237,2553746.732092113,1.6272999346256256e-05,184,20548
push,848,2553747.332158341,2553747.332171891,1.501571387052536e-05,184,20548
push,942,2553747.932238398,2553747.932254113,1.711072400212288e-05,184,20548
push,1036,2553748.532323833,2553748.532337452,1.4526769518852234e-05,184,20548
push,1130,2553749.132414505,2553749.132430918,1.7810147255659103e-05,184,20548
push,1224,2553749.732499241,2553749.732516283,1.8020160496234894e-05,184,20548
push,1318,2553750.332584117,2553750.332598016,1.5364959836006165e-05,184,20548
push,1412,2553750.93266592,2553750.932684917,2.0463019609451294e-05,184,20548
push,3,2553751.532755894,2553751.532772028,1.7529819160699844e-05,184,20548
push,97,2553752.132839862,2553752.132856205,1.7740298062562943e-05,184,20548
push,191,2553752.732925506,2553752.732940592,1.6483012586832047e-05,184,20548
push,285,2553753.333010801,2553753.333028122,1.8716789782047272e-05,184,20548
push,379,2553753.933096165,2553753.933113766,1.899711787700653e-05,184,20548
push,473,2553754.533182578,2553754.533198292,1.7181038856506348e-05,184,20548
push,567,2553755.133265219,2553755.133281841,1.808861270546913e-05,184,20548
push,661,2553755.733351631,2553755.733365459,1.480570062994957e-05,184,20548
push,755,2553756.33343078,2553756.333446424,1.7040874809026718e-05,184,20548
