push,projection_id,start,stop,duration,metadata_size,data_size
"['push', 0, 1263389.220054625, 1263389.220085312, 3.081792965531349e-05, 272, 20480]"
"['push', 94, 1263389.283858038, 1263389.283867796, 9.868992492556572e-06, 272, 20480]"
"['push', 188, 1263389.311854696, 1263389.311864605, 1.0029179975390434e-05, 272, 20480]"
"['push', 282, 1263389.335863037, 1263389.335872414, 9.466893970966339e-06, 272, 20480]"
"['push', 376, 1263389.367843255, 1263389.367852953, 9.819166734814644e-06, 272, 20480]"
"['push', 470, 1263389.399843812, 1263389.399852628, 8.89599323272705e-06, 272, 20480]"
"['push', 564, 1263389.420372186, 1263389.420380782, 8.675968274474144e-06, 272, 20480]"
"['push', 658, 1263389.435842265, 1263389.435851002, 8.817063644528389e-06, 272, 20480]"
"['push', 752, 1263389.467833645, 1263389.467843103, 9.54815186560154e-06, 272, 20480]"
"['push', 846, 1263389.499804857, 1263389.499813453, 8.665956556797028e-06, 272, 20480]"
"['push', 940, 1263389.520413001, 1263389.520421427, 8.495990186929703e-06, 272, 20480]"
"['push', 1034, 1263389.53581919, 1263389.535827766, 8.645933121442795e-06, 272, 20480]"
"['push', 1128, 1263389.56780536, 1263389.567813625, 8.344883099198341e-06, 272, 20480]"
"['push', 1222, 1263389.599819692, 1263389.599828449, 8.826842531561852e-06, 272, 20480]"
"['push', 1316, 1263389.62047247, 1263389.620480856, 8.465955033898354e-06, 272, 20480]"
"['push', 1410, 1263389.635813537, 1263389.635822103, 8.645933121442795e-06, 272, 20480]"
"['push', 1, 1263389.667816568, 1263389.667829072, 1.2584030628204346e-05, 272, 20480]"
"['push', 95, 1263389.699806876, 1263389.699815763, 8.967006579041481e-06, 272, 20480]"
"['push', 189, 1263389.720517352, 1263389.720525908, 8.645933121442795e-06, 272, 20480]"
"['push', 283, 1263389.735815509, 1263389.735824175, 8.736038580536842e-06, 272, 20480]"
"['push', 377, 1263389.767810225, 1263389.76781859, 8.455943316221237e-06, 272, 20480]"
"['push', 471, 1263389.799815821, 1263389.799824206, 8.465955033898354e-06, 272, 20480]"
"['push', 565, 1263389.820576731, 1263389.820585498, 8.8568776845932e-06, 272, 20480]"
"['push', 659, 1263389.835809245, 1263389.835817791, 8.635921403765678e-06, 272, 20480]"
"['push', 753, 1263389.867812446, 1263389.867820682, 8.306000381708145e-06, 272, 20480]"
"['push', 847, 1263389.899823923, 1263389.899832249, 8.386094123125076e-06, 272, 20480]"
"['push', 941, 1263389.920624368, 1263389.920632814, 8.526025339961052e-06, 272, 20480]"
"['push', 1035, 1263389.935814983, 1263389.935823349, 8.416129276156425e-06, 272, 20480]"
"['push', 1129, 1263389.967806353, 1263389.967814699, 8.435919880867004e-06, 272, 20480]"
